gene_id	HVG_rank	gene_name
ENSG00000197943	330	PLCG2
ENSG00000197948	11377	FCHSD1
ENSG00000197956	1227	S100A6
ENSG00000197958	210	RPL12
ENSG00000197961	6708	ZNF121
ENSG00000197969	4428	VPS13A
ENSG00000197971	56	MBP
ENSG00000197976	3530	AKAP17A
ENSG00000197977	2016	ELOVL2
ENSG00000197978	6890	GOLGA6L9
ENSG00000197980	9601	LEKR1
ENSG00000197982	1106	C1orf122
ENSG00000197989	5291	SNHG12
ENSG00000197993	5972	KEL
ENSG00000198000	2175	NOL8
ENSG00000198001	7320	IRAK4
ENSG00000198026	5728	ZNF335
ENSG00000198034	803	RPS4X
ENSG00000198040	2601	ZNF84
ENSG00000198042	3583	MAK16
ENSG00000198053	1548	SIRPA
ENSG00000198056	11060	PRIM1
ENSG00000198064	9402	NPIPB13
ENSG00000198074	12492	AKR1B10
ENSG00000198075	5288	SULT1C4
ENSG00000198081	3657	ZBTB14
ENSG00000198087	6249	CD2AP
ENSG00000198089	5151	SFI1
ENSG00000198093	10172	ZNF649
ENSG00000198113	6474	TOR4A
ENSG00000198121	158	LPAR1
ENSG00000198125	12344	MB
ENSG00000198133	4304	TMEM229B
ENSG00000198142	8275	SOWAHC
ENSG00000198156	12925	NPIPB6
ENSG00000198157	405	HMGN5
ENSG00000198160	1853	MIER1
ENSG00000198162	342	MAN1A2
ENSG00000198168	218	SVIP
ENSG00000198176	2307	TFDP1
ENSG00000198182	7029	ZNF607
ENSG00000198198	4624	SZT2
ENSG00000198203	7949	SULT1C2
ENSG00000198205	7314	ZXDA
ENSG00000198208	4662	RPS6KL1
ENSG00000198218	7701	QRICH1
ENSG00000198221	7048	AFDN-DT
ENSG00000198223	4701	CSF2RA
ENSG00000198242	348	RPL23A
ENSG00000198246	5357	SLC29A3
ENSG00000198252	3764	STYX
ENSG00000198265	2327	HELZ
ENSG00000198270	6074	TMEM116
ENSG00000198276	4253	UCKL1
ENSG00000198286	7100	CARD11
ENSG00000198298	6687	ZNF485
ENSG00000198300	518	PEG3
ENSG00000198301	10144	SDAD1
ENSG00000198315	3835	ZKSCAN8
ENSG00000198353	10490	HOXC4
ENSG00000198369	6005	SPRED2
ENSG00000198373	2348	WWP2
ENSG00000198382	2123	UVRAG
ENSG00000198393	4598	ZNF26
ENSG00000198399	1412	ITSN2
ENSG00000198400	6997	NTRK1
ENSG00000198417	792	MT1F
ENSG00000198435	3258	NRARP
ENSG00000198440	5363	ZNF583
ENSG00000198453	7784	ZNF568
ENSG00000198454	10548	LINC02692
ENSG00000198464	7421	ZNF480
ENSG00000198466	6210	ZNF587
ENSG00000198467	656	TPM2
ENSG00000198482	11046	ZNF808
ENSG00000198483	4968	ANKRD35
ENSG00000198488	8533	B3GNT6
ENSG00000198496	6400	NBR2
ENSG00000198498	7942	TMA16
ENSG00000198515	7537	CNGA1
ENSG00000198517	1705	MAFK
ENSG00000198523	8707	PLN
ENSG00000198535	10981	C2CD4A
ENSG00000198538	8096	ZNF28
ENSG00000198542	11629	ITGBL1
ENSG00000198547	9711	C20orf203
ENSG00000198551	10898	ZNF627
ENSG00000198554	6224	WDHD1
ENSG00000198556	6294	ZNF789
ENSG00000198561	2283	CTNND1
ENSG00000198563	5225	DDX39B
ENSG00000198576	5021	ARC
ENSG00000198585	1455	NUDT16
ENSG00000198586	2532	TLK1
ENSG00000198589	4846	LRBA
ENSG00000198597	932	ZNF536
ENSG00000198598	3037	MMP17
ENSG00000198604	1791	BAZ1A
ENSG00000198624	3286	CCDC69
ENSG00000198625	887	MDM4
ENSG00000198626	3293	RYR2
ENSG00000198633	11463	ZNF534
ENSG00000198646	1641	NCOA6
ENSG00000198648	1979	STK39
ENSG00000198663	1435	C6orf89
ENSG00000198673	10824	TAFA2
ENSG00000198677	3537	TTC37
ENSG00000198680	8142	TUSC1
ENSG00000198682	4698	PAPSS2
ENSG00000198690	4578	FAN1
ENSG00000198691	10851	ABCA4
ENSG00000198695	41	MT-ND6
ENSG00000198707	861	CEP290
ENSG00000198712	243	MT-CO2
ENSG00000198718	6467	TOGARAM1
ENSG00000198719	2636	DLL1
ENSG00000198720	2211	ANKRD13B
ENSG00000198721	2736	ECI2
ENSG00000198722	3973	UNC13B
ENSG00000198723	7257	TEX45
ENSG00000198728	8909	LDB1
ENSG00000198730	10916	CTR9
ENSG00000198732	805	SMOC1
ENSG00000198740	884	ZNF652
ENSG00000198742	4350	SMURF1
ENSG00000198746	5764	GPATCH3
ENSG00000198752	1643	CDC42BPB
ENSG00000198753	9681	PLXNB3
ENSG00000198755	644	RPL10A
ENSG00000198756	786	COLGALT2
ENSG00000198759	10089	EGFL6
ENSG00000198771	3825	RCSD1
ENSG00000198783	3676	ZNF830
ENSG00000198792	1149	TMEM184B
ENSG00000198795	4842	ZNF521
ENSG00000198797	6646	BRINP2
ENSG00000198799	3296	LRIG2
ENSG00000198804	19	MT-CO1
ENSG00000198807	12974	PAX9
ENSG00000198816	1730	ZNF358
ENSG00000198818	799	SFT2D1
ENSG00000198821	13789	CD247
ENSG00000198822	343	GRM3
ENSG00000198826	4295	ARHGAP11A
ENSG00000198829	10005	SUCNR1
ENSG00000198830	1268	HMGN2
ENSG00000198833	5864	UBE2J1
ENSG00000198835	401	GJC2
ENSG00000198837	5834	DENND4B
ENSG00000198838	1737	RYR3
ENSG00000198839	5187	ZNF277
ENSG00000198840	134	MT-ND3
ENSG00000198844	6204	ARHGEF15
ENSG00000198858	3306	R3HDM4
ENSG00000198860	7629	TSEN15
ENSG00000198862	2266	LTN1
ENSG00000198865	1213	CCDC152
ENSG00000198870	5862	STKLD1
ENSG00000198873	3963	GRK5
ENSG00000198874	5144	TYW1
ENSG00000198879	3596	SFMBT2
ENSG00000198881	12468	ASB12
ENSG00000198887	2824	SMC5
ENSG00000198892	9111	SHISA4
ENSG00000198894	1659	CIPC
ENSG00000198900	1033	TOP1
ENSG00000198909	4222	MAP3K3
ENSG00000198914	510	POU3F3
ENSG00000198915	7527	RASGEF1A
ENSG00000198917	2785	SPOUT1
ENSG00000198918	2514	RPL39
ENSG00000198920	9041	KIAA0753
ENSG00000198930	8812	CSAG1
ENSG00000198933	3493	TBKBP1
ENSG00000198937	5101	CCDC167
ENSG00000198938	50	MT-CO3
ENSG00000198944	2967	SOWAHA
ENSG00000198945	4197	L3MBTL3
ENSG00000198947	3048	DMD
ENSG00000198948	1007	MFAP3L
ENSG00000198952	6538	SMG5
ENSG00000198959	672	TGM2
ENSG00000198960	6139	ARMCX6
ENSG00000198963	2192	RORB
ENSG00000198964	2808	SGMS1
ENSG00000203279	6411	AL590705.1
ENSG00000203288	11024	TDRKH-AS1
ENSG00000203307	13771	AL626787.1
ENSG00000203326	7821	ZNF525
ENSG00000203335	13011	AC006019.1
ENSG00000203362	11859	POLH-AS1
ENSG00000203402	13133	AL591503.1
ENSG00000203469	9420	AL354956.1
ENSG00000203485	312	INF2
ENSG00000203506	13710	RBMS3-AS2
ENSG00000203527	11266	Z99756.1
ENSG00000203585	8081	LINC02408
ENSG00000203644	6291	AC083799.1
ENSG00000203645	10948	LINC00501
ENSG00000203650	5289	LINC01285
ENSG00000203663	9453	OR2L2
ENSG00000203666	3430	EFCAB2
ENSG00000203667	1958	COX20
ENSG00000203684	7406	IBA57-DT
ENSG00000203685	2242	STUM
ENSG00000203697	9252	CAPN8
ENSG00000203705	6623	TATDN3
ENSG00000203706	3830	SERTAD4-AS1
ENSG00000203709	6137	MIR29B2CHG
ENSG00000203710	10470	CR1
ENSG00000203722	13487	RAET1G
ENSG00000203737	11884	GPR52
ENSG00000203739	5117	AL645568.1
ENSG00000203740	10758	METTL11B
ENSG00000203747	4069	FCGR3A
ENSG00000203760	10677	CENPW
ENSG00000203778	3168	FAM229B
ENSG00000203786	12611	KPRP
ENSG00000203791	2929	EEF1AKMT2
ENSG00000203795	13414	FAM24A
ENSG00000203797	4776	DDO
ENSG00000203808	9112	BVES-AS1
ENSG00000203814	7639	HIST2H2BF
ENSG00000203867	10518	RBM20
ENSG00000203875	353	SNHG5
ENSG00000203876	12142	ADD3-AS1
ENSG00000203880	6874	PCMTD2
ENSG00000203883	986	SOX18
ENSG00000203896	3905	LIME1
ENSG00000203897	9125	SPATA42
ENSG00000203930	37	LINC00632
ENSG00000203942	12775	C10orf62
ENSG00000203943	8097	SAMD13
ENSG00000203985	13441	LDLRAD1
ENSG00000203993	6388	ARRDC1-AS1
ENSG00000203999	10334	LINC01270
ENSG00000204010	11608	IFIT1B
ENSG00000204054	2816	LINC00963
ENSG00000204060	8462	FOXO6
ENSG00000204070	9856	SYS1
ENSG00000204084	3240	INPP5B
ENSG00000204086	11708	RPA4
ENSG00000204099	2073	NEU4
ENSG00000204103	9792	MAFB
ENSG00000204104	4106	TRAF3IP1
ENSG00000204117	12806	AL162293.1
ENSG00000204120	1373	GIGYF2
ENSG00000204128	1514	C2orf72
ENSG00000204130	2526	RUFY2
ENSG00000204138	2111	PHACTR4
ENSG00000204147	9029	ASAH2B
ENSG00000204161	1290	TMEM273
ENSG00000204172	8074	AGAP9
ENSG00000204176	6286	SYT15
ENSG00000204178	2837	MACO1
ENSG00000204209	6140	DAXX
ENSG00000204219	5280	TCEA3
ENSG00000204227	1951	RING1
ENSG00000204228	7111	HSD17B8
ENSG00000204241	7885	LINC02731
ENSG00000204246	12616	OR13C3
ENSG00000204248	5793	COL11A2
ENSG00000204256	2232	BRD2
ENSG00000204261	6460	PSMB8-AS1
ENSG00000204264	2239	PSMB8
ENSG00000204267	5037	TAP2
ENSG00000204277	13147	LINC01993
ENSG00000204278	1006	TMEM235
ENSG00000204282	1888	TNRC6C-AS1
ENSG00000204283	13224	LINC01973
ENSG00000204287	467	HLA-DRA
ENSG00000204291	9815	COL15A1
ENSG00000204301	1872	NOTCH4
ENSG00000204304	5760	PBX2
ENSG00000204308	1214	RNF5
ENSG00000204316	7386	MRPL38
ENSG00000204323	1948	SMIM5
ENSG00000204347	4205	BTBD17
ENSG00000204352	9197	C9orf129
ENSG00000204356	2686	NELFE
ENSG00000204361	12635	NXPE2
ENSG00000204370	8721	SDHD
ENSG00000204371	1249	EHMT2
ENSG00000204381	2626	LAYN
ENSG00000204387	514	SNHG32
ENSG00000204389	270	HSPA1A
ENSG00000204392	2740	LSM2
ENSG00000204394	11064	VARS
ENSG00000204397	7956	CARD16
ENSG00000204398	13986	AL359649.1
ENSG00000204406	6683	MBD5
ENSG00000204410	9180	MSH5
ENSG00000204420	11659	MPIG6B
ENSG00000204428	11639	LY6G5C
ENSG00000204438	13577	GPANK1
ENSG00000204444	5603	APOM
ENSG00000204460	12452	LINC01854
ENSG00000204463	6350	BAG6
ENSG00000204469	3688	PRRC2A
ENSG00000204472	4564	AIF1
ENSG00000204475	11740	NCR3
ENSG00000204498	8979	NFKBIL1
ENSG00000204514	5685	ZNF814
ENSG00000204516	8723	MICB
ENSG00000204519	9120	ZNF551
ENSG00000204524	8461	ZNF805
ENSG00000204525	579	HLA-C
ENSG00000204531	11306	POU5F1
ENSG00000204540	9376	PSORS1C1
ENSG00000204542	13418	C6orf15
ENSG00000204560	4396	DHX16
ENSG00000204568	2414	MRPS18B
ENSG00000204569	3886	PPP1R10
ENSG00000204572	9109	KRTAP5-10
ENSG00000204574	3033	ABCF1
ENSG00000204577	7003	LILRB3
ENSG00000204580	321	DDR1
ENSG00000204583	7200	LRCOL1
ENSG00000204592	172	HLA-E
ENSG00000204599	8408	TRIM39
ENSG00000204604	10665	ZNF468
ENSG00000204611	6387	ZNF616
ENSG00000204616	5069	TRIM31
ENSG00000204624	4528	DISP3
ENSG00000204625	11390	HCG9
ENSG00000204628	5133	RACK1
ENSG00000204642	2350	HLA-F
ENSG00000204653	5729	ASPDH
ENSG00000204655	174	MOG
ENSG00000204671	8517	IL31
ENSG00000204677	2213	FAM153CP
ENSG00000204683	13209	C10orf113
ENSG00000204710	12945	SPDYC
ENSG00000204764	6491	RANBP17
ENSG00000204767	6237	INSYN2B
ENSG00000204842	4061	ATXN2
ENSG00000204850	12184	AC011484.1
ENSG00000204860	10425	FAM201A
ENSG00000204866	9331	IGFL2
ENSG00000204869	12913	IGFL4
ENSG00000204882	9352	GPR20
ENSG00000204904	9526	LINC01545
ENSG00000204909	12986	SPINK9
ENSG00000204920	11261	ZNF155
ENSG00000204923	7008	FBXO48
ENSG00000204929	12845	AC007389.1
ENSG00000204930	9273	FAM221B
ENSG00000204936	12261	CD177
ENSG00000204941	12556	PSG5
ENSG00000204946	10581	ZNF783
ENSG00000204947	7739	ZNF425
ENSG00000204949	10375	FAM83A-AS1
ENSG00000204956	3945	PCDHGA1
ENSG00000204961	8293	PCDHA9
ENSG00000204967	9990	PCDHA4
ENSG00000204969	11868	PCDHA2
ENSG00000204977	4070	TRIM13
ENSG00000204978	13101	ERICH4
ENSG00000205015	11977	LINC02138
ENSG00000205037	13135	AC134312.1
ENSG00000205038	12366	PKHD1L1
ENSG00000205045	8629	SLFN12L
ENSG00000205054	13893	LINC01121
ENSG00000205084	3915	TMEM231
ENSG00000205085	8098	FAM71F2
ENSG00000205089	6944	CCNI2
ENSG00000205090	3541	TMEM240
ENSG00000205106	7172	LINC02716
ENSG00000205116	11084	TMEM88B
ENSG00000205133	2977	TRIQK
ENSG00000205138	8677	SDHAF1
ENSG00000205189	3551	ZBTB10
ENSG00000205208	7491	C4orf46
ENSG00000205212	10162	CCDC144NL
ENSG00000205213	3489	LGR4
ENSG00000205221	9644	VIT
ENSG00000205231	13331	TTLL10-AS1
ENSG00000205250	3986	E2F4
ENSG00000205268	7400	PDE7A
ENSG00000205307	4607	SAP25
ENSG00000205309	3716	NT5M
ENSG00000205334	13064	LINC01460
ENSG00000205336	1181	ADGRG1
ENSG00000205358	6052	MT1H
ENSG00000205362	4889	MT1A
ENSG00000205363	3913	INSYN1
ENSG00000205364	169	MT1M
ENSG00000205413	8024	SAMD9
ENSG00000205426	8763	KRT81
ENSG00000205464	9401	ATP6AP1L
ENSG00000205476	4466	CCDC85C
ENSG00000205502	7387	C2CD4B
ENSG00000205531	9081	NAP1L4
ENSG00000205542	1073	TMSB4X
ENSG00000205544	2210	TMEM256
ENSG00000205560	3919	CPT1B
ENSG00000205572	9151	SERF1B
ENSG00000205581	3060	HMGN1
ENSG00000205592	12249	MUC19
ENSG00000205628	10414	LINC01446
ENSG00000205632	5424	LINC01310
ENSG00000205639	9623	MFSD2B
ENSG00000205649	12294	HTN3
ENSG00000205670	6502	SMIM11A
ENSG00000205682	7626	AC020741.1
ENSG00000205683	2895	DPF3
ENSG00000205696	4375	ADARB2-AS1
ENSG00000205707	1849	ETFRF1
ENSG00000205710	9142	C17orf107
ENSG00000205726	2259	ITSN1
ENSG00000205730	7187	ITPRIPL2
ENSG00000205740	13565	AL359878.1
ENSG00000205744	8845	DENND1C
ENSG00000205755	13723	CRLF2
ENSG00000205758	2921	CRYZL1
ENSG00000205784	12993	ARRDC5
ENSG00000205791	5285	LOH12CR2
ENSG00000205810	3800	KLRC3
ENSG00000205832	11497	C16orf96
ENSG00000205837	9855	LINC00487
ENSG00000205838	10395	TTC23L
ENSG00000205853	9258	RFPL3S
ENSG00000205861	9559	PCOTH
ENSG00000205899	11534	BHLHA9
ENSG00000205903	1760	ZNF316
ENSG00000205913	11789	SRRM2-AS1
ENSG00000205927	392	OLIG2
ENSG00000205930	5842	C21orf62-AS1
ENSG00000205937	4263	RNPS1
ENSG00000205978	8042	NYNRIN
ENSG00000206028	12466	Z99774.1
ENSG00000206052	2476	DOK6
ENSG00000206053	395	JPT2
ENSG00000206077	8543	ZDHHC11B
ENSG00000206127	5407	GOLGA8O
ENSG00000206172	12	HBA1
ENSG00000206177	8336	HBM
ENSG00000206190	2702	ATP10A
ENSG00000206195	3527	DUXAP8
ENSG00000206337	6136	HCP5
ENSG00000206384	12867	COL6A6
ENSG00000206418	3540	RAB12
ENSG00000206503	316	HLA-A
ENSG00000206527	2268	HACD2
ENSG00000206538	6367	VGLL3
ENSG00000206557	8732	TRIM71
ENSG00000206560	3014	ANKRD28
ENSG00000206562	5167	METTL6
ENSG00000206567	8902	AC022007.1
ENSG00000206573	4040	THUMPD3-AS1
ENSG00000206579	7388	XKR4
ENSG00000207955	424	AL359091.1
ENSG00000211448	1011	DIO2
ENSG00000211584	439	SLC48A1
ENSG00000211592	3727	IGKC
ENSG00000211643	13262	IGLV5-52
ENSG00000211651	13940	IGLV1-44
ENSG00000211677	8378	IGLC2
ENSG00000211679	12321	IGLC3
ENSG00000211689	7468	TRGC1
ENSG00000211695	13162	TRGV9
ENSG00000211751	6698	TRBC1
ENSG00000211801	13458	TRAV21
ENSG00000211817	13473	TRAV38-2DV8
ENSG00000211829	9897	TRDC
ENSG00000211892	12160	IGHG4
ENSG00000211893	13828	IGHG2
ENSG00000211895	9514	IGHA1
ENSG00000211896	5348	IGHG1
ENSG00000211898	13554	IGHD
ENSG00000212123	7199	PRR22
ENSG00000212124	8947	TAS2R19
ENSG00000212126	13002	TAS2R50
ENSG00000212127	10261	TAS2R14
ENSG00000212128	9248	TAS2R13
ENSG00000212694	5838	LINC01089
ENSG00000212710	10984	CTAGE1
ENSG00000212916	7149	MAP10
ENSG00000212978	9134	AC016747.1
ENSG00000212993	9611	POU5F1B
ENSG00000213015	3354	ZNF580
ENSG00000213020	4482	ZNF611
ENSG00000213047	8295	DENND1B
ENSG00000213057	9220	C1orf220
ENSG00000213062	4922	Z99572.1
ENSG00000213064	2356	SFT2D2
ENSG00000213079	3984	SCAF8
ENSG00000213088	3892	ACKR1
ENSG00000213121	8214	AL590867.1
ENSG00000213139	7852	CRYGS
ENSG00000213145	949	CRIP1
ENSG00000213160	6281	KLHL23
ENSG00000213185	8692	FAM24B
ENSG00000213186	2024	TRIM59
ENSG00000213199	8473	ASIC3
ENSG00000213203	5451	GIMAP1
ENSG00000213213	7972	CCDC183
ENSG00000213221	8083	DNLZ
ENSG00000213231	11208	TCL1B
ENSG00000213265	12016	TSGA13
ENSG00000213339	3262	QTRT1
ENSG00000213380	5754	COG8
ENSG00000213390	3840	ARHGAP19
ENSG00000213397	6141	HAUS7
ENSG00000213398	4571	LCAT
ENSG00000213401	13205	MAGEA12
ENSG00000213420	7207	GPC2
ENSG00000213445	2618	SIPA1
ENSG00000213462	6893	ERV3-1
ENSG00000213463	1562	SYNJ2BP
ENSG00000213465	1389	ARL2
ENSG00000213468	6975	FIRRE
ENSG00000213516	3692	RBMXL1
ENSG00000213533	9704	STIMATE
ENSG00000213563	3876	C8orf82
ENSG00000213578	5159	CPLX3
ENSG00000213588	6235	ZBTB9
ENSG00000213619	7197	NDUFS3
ENSG00000213625	1699	LEPROT
ENSG00000213654	6000	GPSM3
ENSG00000213658	5339	LAT
ENSG00000213676	8202	ATF6B
ENSG00000213694	3954	S1PR3
ENSG00000213719	4236	CLIC1
ENSG00000213722	2549	DDAH2
ENSG00000213741	1494	RPS29
ENSG00000213742	11127	ZNF337-AS1
ENSG00000213762	5532	ZNF134
ENSG00000213782	7844	DDX47
ENSG00000213853	1606	EMP2
ENSG00000213859	7863	KCTD11
ENSG00000213888	6774	LINC01521
ENSG00000213889	5251	PPM1N
ENSG00000213901	11141	SLC23A3
ENSG00000213904	4671	LIPE-AS1
ENSG00000213918	4874	DNASE1
ENSG00000213920	4270	MDP1
ENSG00000213923	827	CSNK1E
ENSG00000213927	9314	CCL27
ENSG00000213928	5020	IRF9
ENSG00000213934	5321	HBG1
ENSG00000213937	6728	CLDN9
ENSG00000213949	1823	ITGA1
ENSG00000213963	6608	AC019080.1
ENSG00000213977	983	TAX1BP3
ENSG00000213981	14065	AC007277.1
ENSG00000213983	4027	AP1G2
ENSG00000213988	6395	ZNF90
ENSG00000213996	12333	TM6SF2
ENSG00000213999	4487	MEF2B
ENSG00000214013	6828	GANC
ENSG00000214021	6436	TTLL3
ENSG00000214022	4269	REPIN1
ENSG00000214029	5505	ZNF891
ENSG00000214046	1831	SMIM7
ENSG00000214063	4178	TSPAN4
ENSG00000214102	11864	WEE2
ENSG00000214106	5999	PAXIP1-AS2
ENSG00000214140	2043	PRCD
ENSG00000214145	10528	LINC00887
ENSG00000214146	11091	LINC02026
ENSG00000214184	11768	GCC2-AS1
ENSG00000214194	2611	SMIM30
ENSG00000214212	6577	C19orf38
ENSG00000214216	12355	IQCJ
ENSG00000214248	12841	AC010336.1
ENSG00000214253	290	FIS1
ENSG00000214279	10863	SCART1
ENSG00000214290	9073	COLCA2
ENSG00000214293	8833	APTR
ENSG00000214309	10408	MBLAC1
ENSG00000214338	3417	SOGA3
ENSG00000214353	6654	VAC14-AS1
ENSG00000214357	10663	NEURL1B
ENSG00000214367	4348	HAUS3
ENSG00000214401	7696	KANSL1-AS1
ENSG00000214402	2080	LCNL1
ENSG00000214413	2782	BBIP1
ENSG00000214432	8497	VPS33B-DT
ENSG00000214456	3693	PLIN5
ENSG00000214491	12575	SEC14L6
ENSG00000214546	10531	AC087491.1
ENSG00000214548	92	MEG3
ENSG00000214562	9027	NUTM2D
ENSG00000214575	4742	CPEB1
ENSG00000214595	8450	EML6
ENSG00000214652	10314	ZNF727
ENSG00000214700	11400	C12orf71
ENSG00000214706	4137	IFRD2
ENSG00000214708	11415	AC116407.1
ENSG00000214717	5335	ZBED1
ENSG00000214719	8996	AC005562.1
ENSG00000214753	9326	HNRNPUL2
ENSG00000214756	3295	CSKMT
ENSG00000214773	11568	AC112512.1
ENSG00000214787	8638	MS4A4E
ENSG00000214851	13179	LINC00612
ENSG00000214860	12679	EVPLL
ENSG00000214922	6857	HLA-F-AS1
ENSG00000214941	2463	ZSWIM7
ENSG00000214946	11539	TBC1D26
ENSG00000214954	4226	LRRC69
ENSG00000214955	13459	AP000317.1
ENSG00000214960	5958	CRPPA
ENSG00000215012	4461	RTL10
ENSG00000215018	9345	COL28A1
ENSG00000215039	1274	CD27-AS1
ENSG00000215045	12093	GRID2IP
ENSG00000215067	3671	ALOX12-AS1
ENSG00000215068	6897	AC025171.2
ENSG00000215114	4694	UBXN2B
ENSG00000215193	3143	PEX26
ENSG00000215196	6461	BASP1-AS1
ENSG00000215252	6345	GOLGA8B
ENSG00000215256	5150	DHRS4-AS1
ENSG00000215271	7531	HOMEZ
ENSG00000215274	10613	GAGE10
ENSG00000215277	12588	RNF212B
ENSG00000215301	2326	DDX3X
ENSG00000215374	6833	FAM66B
ENSG00000215386	2000	MIR99AHG
ENSG00000215397	11168	SCRT2
ENSG00000215403	12997	Z82180.1
ENSG00000215417	8879	MIR17HG
ENSG00000215421	7971	ZNF407
ENSG00000215440	5045	NPEPL1
ENSG00000215454	11048	KRTAP10-4
ENSG00000215474	12632	SKOR2
ENSG00000215498	11653	FAM230B
ENSG00000215529	14006	EFCAB8
ENSG00000215568	12532	GAB4
ENSG00000215595	11729	C20orf202
ENSG00000215612	4337	HMX1
ENSG00000215644	13121	GCGR
ENSG00000215717	3288	TMEM167B
ENSG00000215817	8950	ZC3H11B
ENSG00000215883	6226	CYB5RL
ENSG00000215910	11082	C1orf167
ENSG00000215915	3927	ATAD3C
ENSG00000216490	7913	IFI30
ENSG00000216895	10694	AC009403.1
ENSG00000216921	3015	FAM240C
ENSG00000216937	1240	CCDC7
ENSG00000217128	4127	FNIP1
ENSG00000217455	14003	AC073316.1
ENSG00000217702	9766	AC073263.1
ENSG00000218305	11502	CDC14C
ENSG00000218357	8823	LINC01644
ENSG00000218537	9145	MIF-AS1
ENSG00000218672	7409	AC008060.1
ENSG00000218739	3141	CEBPZOS
ENSG00000218891	4365	ZNF579
ENSG00000219073	13150	CELA3B
ENSG00000219410	12649	AC125494.1
ENSG00000219435	8830	CATSPERZ
ENSG00000219445	12187	AC019155.2
ENSG00000219481	1473	NBPF1
ENSG00000219607	6725	PPP1R3G
ENSG00000219626	3765	FAM228B
ENSG00000220256	12783	AC093802.1
ENSG00000221819	13488	GAS8-AS1
ENSG00000221826	12732	PSG3
ENSG00000221829	11930	FANCG
ENSG00000221836	12240	OR2A5
ENSG00000221843	10088	C2orf16
ENSG00000221858	12688	OR2A12
ENSG00000221866	7250	PLXNA4
ENSG00000221869	856	CEBPD
ENSG00000221882	10388	OR3A2
ENSG00000221883	7496	ARIH2OS
ENSG00000221887	3436	HMSD
ENSG00000221914	2684	PPP2R2A
ENSG00000221923	4392	ZNF880
ENSG00000221932	5344	HEPN1
ENSG00000221963	2203	APOL6
ENSG00000221978	5860	CCNL2
ENSG00000221988	6970	PPT2
ENSG00000221990	9927	EXOC3-AS1
ENSG00000221994	11730	ZNF630
ENSG00000222005	12472	LINC01118
ENSG00000222009	7976	BTBD19
ENSG00000222012	11600	AC005481.1
ENSG00000222014	9617	RAB6C
ENSG00000222020	7178	HDAC4-AS1
ENSG00000222028	13282	PSMB11
ENSG00000222030	13148	LINC01793
ENSG00000222035	9392	KIAA2012-AS1
ENSG00000222036	13585	POTEM
ENSG00000222041	6209	CYTOR
ENSG00000223343	13144	AC137630.1
ENSG00000223382	12136	LINC01778
ENSG00000223387	12726	LINC02068
ENSG00000223393	10306	AL118511.1
ENSG00000223417	13451	TRIM49D1
ENSG00000223432	10646	AC009988.1
ENSG00000223461	13118	AC004471.1
ENSG00000223482	4433	NUTM2A-AS1
ENSG00000223485	8561	LINC01615
ENSG00000223496	3794	EXOSC6
ENSG00000223510	13707	CDRT15
ENSG00000223516	10476	AFF2-IT1
ENSG00000223525	7929	RABGAP1L-IT1
ENSG00000223536	13349	AC008164.1
ENSG00000223542	11394	AL024497.1
ENSG00000223546	7440	LINC00630
ENSG00000223547	3621	ZNF844
ENSG00000223548	10164	AC034228.1
ENSG00000223609	7443	HBD
ENSG00000223635	10826	AL121990.1
ENSG00000223658	12073	C1GALT1C1L
ENSG00000223692	10046	DIP2A-IT1
ENSG00000223701	12228	RAET1E-AS1
ENSG00000223704	10604	LINC01422
ENSG00000223716	13766	AL135785.1
ENSG00000223727	12578	AC034195.1
ENSG00000223745	5695	CCDC18-AS1
ENSG00000223749	7734	MIR503HG
ENSG00000223776	9714	LGALS8-AS1
ENSG00000223791	11217	UBE2E1-AS1
ENSG00000223797	2563	ENTPD3-AS1
ENSG00000223799	11131	IL10RB-DT
ENSG00000223802	1885	CERS1
ENSG00000223812	11712	AC073365.1
ENSG00000223821	12038	AL603910.1
ENSG00000223823	13260	LINC01342
ENSG00000223872	13892	AC006372.1
ENSG00000223911	8835	AC009480.1
ENSG00000223930	7889	AC117453.1
ENSG00000223944	8893	AL353604.1
ENSG00000223969	6965	AC002456.1
ENSG00000224020	13000	MIR181A2HG
ENSG00000224032	1799	EPB41L4A-AS1
ENSG00000224057	10555	EGFR-AS1
ENSG00000224074	9976	LINC00691
ENSG00000224078	1043	SNHG14
ENSG00000224086	7945	AC245452.1
ENSG00000224137	13611	LINC01857
ENSG00000224153	9380	LINC02054
ENSG00000224157	10569	HCG14
ENSG00000224164	13510	LINC02828
ENSG00000224165	5001	DNAJC27-AS1
ENSG00000224167	12614	LINC01357
ENSG00000224189	1481	HAGLR
ENSG00000224216	9418	AC234781.1
ENSG00000224223	7077	VSTM2A-OT1
ENSG00000224238	11820	WARS2-IT1
ENSG00000224239	12030	AC090044.1
ENSG00000224251	13956	AL391427.1
ENSG00000224259	6901	LINC01133
ENSG00000224271	10094	AL117329.1
ENSG00000224272	5777	AC131097.2
ENSG00000224281	8736	SLC25A5-AS1
ENSG00000224310	12414	LINC01567
ENSG00000224356	7802	AL356966.1
ENSG00000224358	8252	TMCO1-AS1
ENSG00000224388	13608	BACE2-IT1
ENSG00000224389	8866	C4B
ENSG00000224391	13592	LINC01280
ENSG00000224404	11339	Z68323.1
ENSG00000224407	13480	AL136988.1
ENSG00000224409	13698	AC114489.1
ENSG00000224417	10884	AL606970.1
