gene_id	HVG_rank	gene_name
ENSG00000078579	10537	FGF20
ENSG00000078596	190	ITM2A
ENSG00000078674	1231	PCM1
ENSG00000078687	526	TNRC6C
ENSG00000078699	2640	CBFA2T2
ENSG00000078747	2721	ITCH
ENSG00000078804	43	TP53INP2
ENSG00000078808	4737	SDF4
ENSG00000078814	3556	MYH7B
ENSG00000078967	3352	UBE2D4
ENSG00000079102	2450	RUNX1T1
ENSG00000079134	2486	THOC1
ENSG00000079150	10818	FKBP7
ENSG00000079156	2911	OSBPL6
ENSG00000079215	183	SLC1A3
ENSG00000079246	3341	XRCC5
ENSG00000079257	6980	LXN
ENSG00000079263	7588	SP140
ENSG00000079277	4801	MKNK1
ENSG00000079308	666	TNS1
ENSG00000079313	6464	REXO1
ENSG00000079332	4274	SAR1A
ENSG00000079335	11173	CDC14A
ENSG00000079337	1692	RAPGEF3
ENSG00000079387	6163	SENP1
ENSG00000079432	3238	CIC
ENSG00000079435	662	LIPE
ENSG00000079482	2674	OPHN1
ENSG00000079689	8346	SCGN
ENSG00000079691	2912	CARMIL1
ENSG00000079805	693	DNM2
ENSG00000079819	255	EPB41L2
ENSG00000079931	9309	MOXD1
ENSG00000079974	7837	RABL2B
ENSG00000079999	3208	KEAP1
ENSG00000080007	8598	DDX43
ENSG00000080031	5493	PTPRH
ENSG00000080166	7970	DCT
ENSG00000080200	1956	CRYBG3
ENSG00000080224	8724	EPHA6
ENSG00000080345	723	RIF1
ENSG00000080493	347	SLC4A4
ENSG00000080503	2596	SMARCA2
ENSG00000080573	2830	COL5A3
ENSG00000080608	3497	PUM3
ENSG00000080618	13559	CPB2
ENSG00000080802	6509	CNOT4
ENSG00000080815	371	PSEN1
ENSG00000080819	1260	CPOX
ENSG00000080822	20	CLDND1
ENSG00000080839	8928	RBL1
ENSG00000080845	12070	DLGAP4
ENSG00000080854	5419	IGSF9B
ENSG00000081019	3520	RSBN1
ENSG00000081026	5774	MAGI3
ENSG00000081041	9989	CXCL2
ENSG00000081052	7259	COL4A4
ENSG00000081059	5944	TCF7
ENSG00000081138	7273	CDH7
ENSG00000081154	2668	PCNP
ENSG00000081177	2852	EXD2
ENSG00000081189	1492	MEF2C
ENSG00000081248	7980	CACNA1S
ENSG00000081320	9834	STK17B
ENSG00000081377	2032	CDC14B
ENSG00000081386	11010	ZNF510
ENSG00000081479	1166	LRP2
ENSG00000081665	4876	ZNF506
ENSG00000081692	4700	JMJD4
ENSG00000081760	6263	AACS
ENSG00000081791	3251	DELE1
ENSG00000081800	12625	SLC13A1
ENSG00000081818	6003	PCDHB4
ENSG00000081842	12637	PCDHA6
ENSG00000081853	8437	PCDHGA2
ENSG00000081913	488	PHLPP1
ENSG00000081923	6197	ATP8B1
ENSG00000082068	2328	WDR70
ENSG00000082074	3592	FYB1
ENSG00000082146	5726	STRADB
ENSG00000082175	8483	PGR
ENSG00000082196	3145	C1QTNF3
ENSG00000082258	12553	CCNT2
ENSG00000082269	2861	FAM135A
ENSG00000082397	677	EPB41L3
ENSG00000082438	1957	COBLL1
ENSG00000082482	7229	KCNK2
ENSG00000082497	9995	SERTAD4
ENSG00000082512	12190	TRAF5
ENSG00000082781	1639	ITGB5
ENSG00000082805	2176	ERC1
ENSG00000082996	324	RNF13
ENSG00000083067	854	TRPM3
ENSG00000083093	10601	PALB2
ENSG00000083097	4233	DOP1A
ENSG00000083099	2770	LYRM2
ENSG00000083123	5782	BCKDHB
ENSG00000083168	1507	KAT6A
ENSG00000083223	3096	TUT7
ENSG00000083290	999	ULK2
ENSG00000083520	6358	DIS3
ENSG00000083544	2423	TDRD3
ENSG00000083635	6352	NUFIP1
ENSG00000083642	3042	PDS5B
ENSG00000083807	2504	SLC27A5
ENSG00000083812	9443	ZNF324
ENSG00000083814	6799	ZNF671
ENSG00000083828	10506	ZNF586
ENSG00000083844	5975	ZNF264
ENSG00000083845	937	RPS5
ENSG00000083857	1917	FAT1
ENSG00000083896	763	YTHDC1
ENSG00000083937	1834	CHMP2B
ENSG00000084072	6942	PPIE
ENSG00000084090	5245	STARD7
ENSG00000084093	2647	REST
ENSG00000084453	298	SLCO1A2
ENSG00000084636	1026	COL16A1
ENSG00000084652	7230	TXLNA
ENSG00000084674	11681	APOB
ENSG00000084676	5689	NCOA1
ENSG00000084693	6142	AGBL5
ENSG00000084733	5423	RAB10
ENSG00000084754	1793	HADHA
ENSG00000084774	6223	CAD
ENSG00000085117	775	CD82
ENSG00000085185	5538	BCORL1
ENSG00000085224	643	ATRX
ENSG00000085265	13210	FCN1
ENSG00000085274	8337	MYNN
ENSG00000085276	4276	MECOM
ENSG00000085377	5784	PREP
ENSG00000085415	6749	SEH1L
ENSG00000085511	4247	MAP3K4
ENSG00000085514	6842	PILRA
ENSG00000085563	1028	ABCB1
ENSG00000085644	8981	ZNF213
ENSG00000085719	3359	CPNE3
ENSG00000085733	1985	CTTN
ENSG00000085760	5327	MTIF2
ENSG00000085978	7565	ATG16L1
ENSG00000085982	2060	USP40
ENSG00000085998	1554	POMGNT1
ENSG00000085999	6099	RAD54L
ENSG00000086062	7456	B4GALT1
ENSG00000086102	3956	NFX1
ENSG00000086159	5477	AQP6
ENSG00000086189	6571	DIMT1
ENSG00000086200	11586	IPO11
ENSG00000086205	670	FOLH1
ENSG00000086475	9218	SEPHS1
ENSG00000086544	5387	ITPKC
ENSG00000086598	9039	TMED2
ENSG00000086619	3297	ERO1B
ENSG00000086717	4940	PPEF1
ENSG00000086730	12060	LAT2
ENSG00000086848	9284	ALG9
ENSG00000087053	1176	MTMR2
ENSG00000087076	7542	HSD17B14
ENSG00000087077	2252	TRIP6
ENSG00000087086	1049	FTL
ENSG00000087087	4111	SRRT
ENSG00000087088	4262	BAX
ENSG00000087095	4719	NLK
ENSG00000087206	3762	UIMC1
ENSG00000087237	5563	CETP
ENSG00000087266	1895	SH3BP2
ENSG00000087299	5922	L2HGDH
ENSG00000087301	5828	TXNDC16
ENSG00000087302	1882	RTRAF
ENSG00000087303	7041	NID2
ENSG00000087338	9325	GMCL1
ENSG00000087448	7566	KLHL42
ENSG00000087460	57	GNAS
ENSG00000087495	722	PHACTR3
ENSG00000087502	4501	ERGIC2
ENSG00000087510	8828	TFAP2C
ENSG00000087589	6678	CASS4
ENSG00000087842	3663	PIR
ENSG00000087884	1745	AAMDC
ENSG00000087903	6051	RFX2
ENSG00000087995	5345	METTL2A
ENSG00000088035	6006	ALG6
ENSG00000088038	6517	CNOT3
ENSG00000088053	10497	GP6
ENSG00000088179	5852	PTPN4
ENSG00000088205	1205	DDX18
ENSG00000088247	1294	KHSRP
ENSG00000088256	1443	GNA11
ENSG00000088280	4898	ASAP3
ENSG00000088305	11476	DNMT3B
ENSG00000088320	6241	REM1
ENSG00000088325	6201	TPX2
ENSG00000088367	2949	EPB41L1
ENSG00000088387	1040	DOCK9
ENSG00000088448	4177	ANKRD10
ENSG00000088451	6218	TGDS
ENSG00000088538	8587	DOCK3
ENSG00000088756	11782	ARHGAP28
ENSG00000088766	3161	CRLS1
ENSG00000088826	2336	SMOX
ENSG00000088827	9398	SIGLEC1
ENSG00000088836	7096	SLC4A11
ENSG00000088854	2100	C20orf194
ENSG00000088876	6702	ZNF343
ENSG00000088881	2457	EBF4
ENSG00000088888	1275	MAVS
ENSG00000088899	8870	LZTS3
ENSG00000088926	13204	F11
ENSG00000088930	3422	XRN2
ENSG00000088970	2805	KIZ
ENSG00000088992	2759	TESC
ENSG00000089006	1922	SNX5
ENSG00000089012	12102	SIRPG
ENSG00000089022	3439	MAPKAPK5
ENSG00000089041	837	P2RX7
ENSG00000089048	469	ESF1
ENSG00000089050	4900	RBBP9
ENSG00000089053	4421	ANAPC5
ENSG00000089057	4651	SLC23A2
ENSG00000089060	6111	SLC8B1
ENSG00000089063	4216	TMEM230
ENSG00000089094	3516	KDM2B
ENSG00000089127	4449	OAS1
ENSG00000089154	5795	GCN1
ENSG00000089157	4920	RPLP0
ENSG00000089159	3706	PXN
ENSG00000089177	2579	KIF16B
ENSG00000089199	135	CHGB
ENSG00000089234	3555	BRAP
ENSG00000089250	2465	NOS1
ENSG00000089289	6552	IGBP1
ENSG00000089327	4408	FXYD5
ENSG00000089335	1374	ZNF302
ENSG00000089472	3031	HEPH
ENSG00000089505	9537	CMTM1
ENSG00000089682	4049	RBM41
ENSG00000089692	10666	LAG3
ENSG00000089775	7352	ZBTB25
ENSG00000089847	6836	ANKRD24
ENSG00000089902	6153	RCOR1
ENSG00000089916	1852	GPATCH2L
ENSG00000090020	10412	SLC9A1
ENSG00000090061	9144	CCNK
ENSG00000090097	657	PCBP4
ENSG00000090104	10952	RGS1
ENSG00000090266	1197	NDUFB2
ENSG00000090339	5330	ICAM1
ENSG00000090372	2687	STRN4
ENSG00000090376	5108	IRAK3
ENSG00000090382	7587	LYZ
ENSG00000090447	7577	TFAP4
ENSG00000090470	2897	PDCD7
ENSG00000090487	5512	SPG21
ENSG00000090530	8579	P3H2
ENSG00000090534	8330	THPO
ENSG00000090539	9809	CHRD
ENSG00000090554	6532	FLT3LG
ENSG00000090565	2145	RAB11FIP3
ENSG00000090581	9636	GNPTG
ENSG00000090612	5780	ZNF268
ENSG00000090615	1977	GOLGA3
ENSG00000090621	1404	PABPC4
ENSG00000090661	1761	CERS4
ENSG00000090686	2867	USP48
ENSG00000090776	9487	EFNB1
ENSG00000090857	3025	PDPR
ENSG00000090863	5863	GLG1
ENSG00000090905	834	TNRC6A
ENSG00000090924	6682	PLEKHG2
ENSG00000090975	9868	PITPNM2
ENSG00000091009	1900	RBM27
ENSG00000091073	12487	DTX2
ENSG00000091127	7466	PUS7
ENSG00000091129	5519	NRCAM
ENSG00000091137	6775	SLC26A4
ENSG00000091262	9666	ABCC6
ENSG00000091317	3784	CMTM6
ENSG00000091409	1083	ITGA6
ENSG00000091428	2027	RAPGEF4
ENSG00000091436	1086	MAP3K20
ENSG00000091482	9837	SMPX
ENSG00000091490	4947	SEL1L3
ENSG00000091513	8	TF
ENSG00000091527	2013	CDV3
ENSG00000091536	8789	MYO15A
ENSG00000091583	12156	APOH
ENSG00000091622	3093	PITPNM3
ENSG00000091656	2003	ZFHX4
ENSG00000091664	386	SLC17A6
ENSG00000091732	7462	ZC3HC1
ENSG00000091879	4039	ANGPT2
ENSG00000091986	1508	CCDC80
ENSG00000092020	2527	PPP2R3C
ENSG00000092036	4395	HAUS4
ENSG00000092094	2402	OSGEP
ENSG00000092098	11254	RNF31
ENSG00000092140	3677	G2E3
ENSG00000092148	11579	HECTD1
ENSG00000092200	10544	RPGRIP1
ENSG00000092201	3837	SUPT16H
ENSG00000092203	3775	TOX4
ENSG00000092295	9102	TGM1
ENSG00000092377	12626	TBL1Y
ENSG00000092421	721	SEMA6A
ENSG00000092439	6947	TRPM7
ENSG00000092445	614	TYRO3
ENSG00000092529	170	CAPN3
ENSG00000092531	4246	SNAP23
ENSG00000092607	6983	TBX15
ENSG00000092621	697	PHGDH
ENSG00000092758	820	COL9A3
ENSG00000092820	707	EZR
ENSG00000092847	2255	AGO1
ENSG00000092853	10087	CLSPN
ENSG00000092871	873	RFFL
ENSG00000092929	5267	UNC13D
ENSG00000092969	5559	TGFB2
ENSG00000092978	12486	GPATCH2
ENSG00000093010	2406	COMT
ENSG00000093072	3140	ADA2
ENSG00000093144	2524	ECHDC1
ENSG00000093167	1836	LRRFIP2
ENSG00000093183	1313	SEC22C
ENSG00000093217	9037	XYLB
ENSG00000094661	8267	OR1I1
ENSG00000094796	11352	KRT31
ENSG00000094914	6583	AAAS
ENSG00000094916	4710	CBX5
ENSG00000094963	7368	FMO2
ENSG00000094975	4605	SUCO
ENSG00000095015	3244	MAP3K1
ENSG00000095066	5414	HOOK2
ENSG00000095110	13764	NXPE1
ENSG00000095209	2523	TMEM38B
ENSG00000095319	4591	NUP188
ENSG00000095370	6069	SH2D3C
ENSG00000095383	4788	TBC1D2
ENSG00000095485	11139	CWF19L1
ENSG00000095564	3475	BTAF1
ENSG00000095587	6308	TLL2
ENSG00000095596	4610	CYP26A1
ENSG00000095627	10762	TDRD1
ENSG00000095637	1809	SORBS1
ENSG00000095739	1845	BAMBI
ENSG00000095787	1758	WAC
ENSG00000095906	8219	NUBP2
ENSG00000095932	7188	SMIM24
ENSG00000095951	7135	HIVEP1
ENSG00000095970	3786	TREM2
ENSG00000096060	1937	FKBP5
ENSG00000096063	4739	SRPK1
ENSG00000096401	2306	CDC5L
ENSG00000096433	6066	ITPR3
ENSG00000096696	4929	DSP
ENSG00000096717	3374	SIRT1
ENSG00000096746	904	HNRNPH3
ENSG00000096968	7109	JAK2
ENSG00000096996	11604	IL12RB1
ENSG00000097007	1182	ABL1
ENSG00000097033	1592	SH3GLB1
ENSG00000099194	29	SCD
ENSG00000099219	1983	ERMP1
ENSG00000099250	6884	NRP1
ENSG00000099256	3181	PRTFDC1
ENSG00000099260	5723	PALMD
ENSG00000099282	1334	TSPAN15
ENSG00000099308	5338	MAST3
ENSG00000099331	935	MYO9B
ENSG00000099337	2943	KCNK6
ENSG00000099338	9801	CATSPERG
ENSG00000099364	4394	FBXL19
ENSG00000099377	6098	HSD3B7
ENSG00000099617	7654	EFNA2
ENSG00000099625	9310	CBARP
ENSG00000099715	5631	PCDH11Y
ENSG00000099769	10745	IGFALS
ENSG00000099783	1097	HNRNPM
ENSG00000099785	1648	MARCH2
ENSG00000099795	3480	NDUFB7
ENSG00000099797	2102	TECR
ENSG00000099810	13132	MTAP
ENSG00000099821	5915	POLRMT
ENSG00000099822	384	HCN2
ENSG00000099840	4457	IZUMO4
ENSG00000099860	1072	GADD45B
ENSG00000099864	2150	PALM
ENSG00000099866	8209	MADCAM1
ENSG00000099869	12376	IGF2-AS
ENSG00000099875	3895	MKNK2
ENSG00000099899	7056	TRMT2A
ENSG00000099937	8933	SERPIND1
ENSG00000099940	5290	SNAP29
ENSG00000099942	9885	CRKL
ENSG00000099949	5939	LZTR1
ENSG00000099954	2248	CECR2
ENSG00000099956	7021	SMARCB1
ENSG00000099974	8688	DDTL
ENSG00000099992	4795	TBC1D10A
ENSG00000099995	3856	SF3A1
ENSG00000099998	978	GGT5
ENSG00000100003	1531	SEC14L2
ENSG00000100014	5072	SPECC1L
ENSG00000100024	10515	UPB1
ENSG00000100027	4911	YPEL1
ENSG00000100029	7469	PES1
ENSG00000100031	12002	GGT1
ENSG00000100038	6585	TOP3B
ENSG00000100060	4781	MFNG
ENSG00000100065	7348	CARD10
ENSG00000100068	11345	LRP5L
ENSG00000100077	5714	GRK3
ENSG00000100078	8401	PLA2G3
ENSG00000100083	2048	GGA1
ENSG00000100084	6459	HIRA
ENSG00000100092	8655	SH3BP1
ENSG00000100097	139	LGALS1
ENSG00000100099	5209	HPS4
ENSG00000100100	7000	PIK3IP1
ENSG00000100105	6692	PATZ1
ENSG00000100106	2389	TRIOBP
ENSG00000100109	10464	TFIP11
ENSG00000100129	7218	EIF3L
ENSG00000100139	3146	MICALL1
ENSG00000100142	665	POLR2F
ENSG00000100146	394	SOX10
ENSG00000100147	8675	CCDC134
ENSG00000100154	2163	TTC28
ENSG00000100191	13235	SLC5A4
ENSG00000100197	8885	CYP2D6
ENSG00000100201	2410	DDX17
ENSG00000100206	11362	DMC1
ENSG00000100207	5128	TCF20
ENSG00000100209	5332	HSCB
ENSG00000100221	4416	JOSD1
ENSG00000100225	1266	FBXO7
ENSG00000100226	4122	GTPBP1
ENSG00000100227	3241	POLDIP3
ENSG00000100234	366	TIMP3
ENSG00000100241	1145	SBF1
ENSG00000100242	303	SUN2
ENSG00000100243	3507	CYB5R3
ENSG00000100249	10589	C22orf31
ENSG00000100258	11080	LMF2
ENSG00000100266	7350	PACSIN2
ENSG00000100276	4626	RASL10A
ENSG00000100281	4643	HMGXB4
ENSG00000100285	96	NEFH
ENSG00000100288	6796	CHKB
ENSG00000100292	9166	HMOX1
ENSG00000100296	6465	THOC5
ENSG00000100297	4168	MCM5
ENSG00000100299	5162	ARSA
ENSG00000100300	1654	TSPO
ENSG00000100302	5759	RASD2
ENSG00000100304	3932	TTLL12
ENSG00000100307	3696	CBX7
ENSG00000100311	7327	PDGFB
ENSG00000100312	9590	ACR
ENSG00000100314	5232	CABP7
ENSG00000100324	4917	TAB1
ENSG00000100325	4102	ASCC2
ENSG00000100330	3329	MTMR3
ENSG00000100342	3848	APOL1
ENSG00000100344	8038	PNPLA3
ENSG00000100345	549	MYH9
ENSG00000100346	5832	CACNA1I
ENSG00000100350	4919	FOXRED2
ENSG00000100351	10445	GRAP2
ENSG00000100354	669	TNRC6B
ENSG00000100362	346	PVALB
ENSG00000100364	680	KIAA0930
ENSG00000100368	8769	CSF2RB
ENSG00000100376	5186	FAM118A
ENSG00000100385	12957	IL2RB
ENSG00000100393	1446	EP300
ENSG00000100395	6933	L3MBTL2
ENSG00000100399	456	CHADL
ENSG00000100403	960	ZC3H7B
ENSG00000100410	3642	PHF5A
ENSG00000100418	1734	DESI1
ENSG00000100426	6254	ZBED4
ENSG00000100427	578	MLC1
ENSG00000100429	4303	HDAC10
ENSG00000100433	5029	KCNK10
ENSG00000100439	5705	ABHD4
ENSG00000100441	3125	KHNYN
ENSG00000100448	13794	CTSG
ENSG00000100450	8354	GZMH
ENSG00000100453	9794	GZMB
ENSG00000100479	9277	POLE2
ENSG00000100485	1611	SOS2
ENSG00000100490	7372	CDKL1
ENSG00000100503	3130	NIN
ENSG00000100505	4293	TRIM9
ENSG00000100523	7083	DDHD1
ENSG00000100532	9497	CGRRF1
ENSG00000100557	9257	CCDC198
ENSG00000100558	11871	PLEK2
ENSG00000100568	1054	VTI1B
ENSG00000100575	11566	TIMM9
ENSG00000100577	5809	GSTZ1
ENSG00000100578	3975	KIAA0586
ENSG00000100592	8099	DAAM1
ENSG00000100596	793	SPTLC2
ENSG00000100599	5065	RIN3
ENSG00000100601	8960	ALKBH1
ENSG00000100603	5218	SNW1
ENSG00000100605	3364	ITPK1
ENSG00000100612	9909	DHRS7
ENSG00000100629	5850	CEP128
ENSG00000100697	597	DICER1
ENSG00000100711	1675	ZFYVE21
ENSG00000100714	6329	MTHFD1
ENSG00000100722	8773	ZC3H14
ENSG00000100726	6821	TELO2
ENSG00000100739	8194	BDKRB1
ENSG00000100744	9647	GSKIP
ENSG00000100749	6359	VRK1
ENSG00000100767	5405	PAPLN
ENSG00000100784	1537	RPS6KA5
ENSG00000100796	4743	PPP4R3A
ENSG00000100802	7557	C14orf93
ENSG00000100811	4440	YY1
ENSG00000100813	1529	ACIN1
ENSG00000100814	3944	CCNB1IP1
ENSG00000100815	822	TRIP11
ENSG00000100836	1566	PABPN1
ENSG00000100842	807	EFS
ENSG00000100852	519	ARHGAP5
ENSG00000100865	2986	CINP
ENSG00000100888	1816	CHD8
ENSG00000100889	6506	PCK2
ENSG00000100890	5316	PRORP
ENSG00000100906	842	NFKBIA
ENSG00000100926	5615	TM9SF1
ENSG00000100941	812	PNN
ENSG00000100968	4504	NFATC4
ENSG00000100979	1930	PLTP
ENSG00000100982	3571	PCIF1
ENSG00000100985	8678	MMP9
ENSG00000100994	6233	PYGB
ENSG00000100997	8531	ABHD12
ENSG00000101000	6674	PROCR
ENSG00000101003	7190	GINS1
ENSG00000101004	4899	NINL
ENSG00000101049	2800	SGK2
ENSG00000101082	9383	SLA2
ENSG00000101096	10339	NFATC2
ENSG00000101098	4566	RIMS4
ENSG00000101104	11518	PABPC1L
ENSG00000101109	3030	STK4
ENSG00000101115	8743	SALL4
ENSG00000101126	6017	ADNP
ENSG00000101144	950	BMP7
ENSG00000101150	2588	TPD52L2
ENSG00000101158	9188	NELFCD
ENSG00000101161	2535	PRPF6
ENSG00000101162	10879	TUBB1
ENSG00000101166	2980	PRELID3B
ENSG00000101187	2845	SLCO4A1
ENSG00000101188	7964	NTSR1
ENSG00000101189	3423	MRGBP
ENSG00000101190	681	TCFL5
ENSG00000101191	2728	DIDO1
ENSG00000101193	5213	GID8
ENSG00000101198	1813	NKAIN4
ENSG00000101199	2333	ARFGAP1
ENSG00000101200	3633	AVP
ENSG00000101203	3450	COL20A1
ENSG00000101204	4245	CHRNA4
ENSG00000101224	6815	CDC25B
ENSG00000101236	2609	RNF24
ENSG00000101246	2025	ARFRP1
ENSG00000101251	9395	SEL1L2
ENSG00000101265	60	RASSF2
ENSG00000101276	3469	SLC52A3
ENSG00000101280	8503	ANGPT4
ENSG00000101306	7718	MYLK2
ENSG00000101310	6863	SEC23B
ENSG00000101311	4091	FERMT1
ENSG00000101327	6071	PDYN
ENSG00000101331	6418	CCM2L
ENSG00000101335	249	MYL9
ENSG00000101336	7898	HCK
ENSG00000101343	4573	CRNKL1
ENSG00000101346	6761	POFUT1
ENSG00000101347	689	SAMHD1
ENSG00000101350	1998	KIF3B
ENSG00000101353	9675	MROH8
ENSG00000101367	1803	MAPRE1
ENSG00000101384	2168	JAG1
ENSG00000101400	354	SNTA1
ENSG00000101405	6243	OXT
ENSG00000101412	6816	E2F1
ENSG00000101417	3569	PXMP4
ENSG00000101439	81	CST3
ENSG00000101440	9602	ASIP
ENSG00000101441	10760	CST4
ENSG00000101443	6823	WFDC2
ENSG00000101445	1448	PPP1R16B
ENSG00000101452	4405	DHX35
ENSG00000101463	2057	SYNDIG1
ENSG00000101464	8058	PIGU
ENSG00000101470	7575	TNNC2
ENSG00000101542	2251	CDH20
ENSG00000101544	5012	ADNP2
ENSG00000101574	6257	METTL4
ENSG00000101596	1826	SMCHD1
ENSG00000101605	6170	MYOM1
ENSG00000101608	1281	MYL12A
ENSG00000101638	5888	ST8SIA5
ENSG00000101639	3757	CEP192
ENSG00000101654	4165	RNMT
ENSG00000101665	2424	SMAD7
ENSG00000101670	8425	LIPG
ENSG00000101695	3302	RNF125
ENSG00000101745	230	ANKRD12
ENSG00000101751	4377	POLI
ENSG00000101752	2117	MIB1
ENSG00000101773	7986	RBBP8
ENSG00000101782	1828	RIOK3
ENSG00000101825	8186	MXRA5
ENSG00000101846	10318	STS
ENSG00000101850	10324	GPR143
ENSG00000101868	3813	POLA1
ENSG00000101882	1484	NKAP
ENSG00000101888	5474	NXT2
ENSG00000101892	12559	ATP1B4
ENSG00000101901	4575	ALG13
ENSG00000101935	11912	AMMECR1
ENSG00000101938	9659	CHRDL1
ENSG00000101940	2218	WDR13
ENSG00000101945	8156	SUV39H1
ENSG00000101951	9898	PAGE4
ENSG00000101955	1954	SRPX
ENSG00000101972	733	STAG2
ENSG00000101977	5173	MCF2
ENSG00000101986	9911	ABCD1
ENSG00000101997	6581	CCDC22
ENSG00000102001	8402	CACNA1F
ENSG00000102003	1061	SYP
ENSG00000102024	1080	PLS3
ENSG00000102030	6438	NAA10
ENSG00000102032	5931	RENBP
ENSG00000102034	7095	ELF4
ENSG00000102057	7908	KCND1
ENSG00000102081	1711	FMR1
ENSG00000102125	5978	TAZ
ENSG00000102145	13729	GATA1
ENSG00000102158	1018	MAGT1
ENSG00000102189	2965	EEA1
ENSG00000102218	7835	RP2
ENSG00000102221	4391	JADE3
ENSG00000102225	3363	CDK16
ENSG00000102230	2622	PCYT1B
ENSG00000102241	1390	HTATSF1
ENSG00000102265	1543	TIMP1
ENSG00000102271	1509	KLHL4
ENSG00000102290	4259	PCDH11X
ENSG00000102302	9925	FGD1
ENSG00000102309	5688	PIN4
ENSG00000102317	2226	RBM3
ENSG00000102359	6999	SRPX2
ENSG00000102362	3001	SYTL4
ENSG00000102390	6185	PBDC1
ENSG00000102401	6651	ARMCX3
ENSG00000102445	6162	RUBCNL
ENSG00000102452	4579	NALCN
ENSG00000102524	6558	TNFSF13B
ENSG00000102543	13508	CDADC1
ENSG00000102575	7183	ACP5
ENSG00000102580	6132	DNAJC3
ENSG00000102595	3047	UGGT2
ENSG00000102699	4481	PARP4
ENSG00000102710	3970	SUPT20H
ENSG00000102738	5766	MRPS31
ENSG00000102755	437	FLT1
ENSG00000102760	381	RGCC
ENSG00000102763	3543	VWA8
ENSG00000102780	11825	DGKH
ENSG00000102786	6214	INTS6
ENSG00000102796	5948	DHRS12
ENSG00000102804	1219	TSC22D1
ENSG00000102805	4536	CLN5
ENSG00000102858	7727	MGRN1
ENSG00000102871	4043	TRADD
ENSG00000102890	5966	ELMO3
ENSG00000102893	2743	PHKB
ENSG00000102900	4187	NUP93
ENSG00000102908	2765	NFAT5
ENSG00000102910	2541	LONP2
ENSG00000102921	7492	N4BP1
ENSG00000102924	1030	CBLN1
ENSG00000102934	212	PLLP
ENSG00000102935	2783	ZNF423
ENSG00000102962	12456	CCL22
ENSG00000102967	5408	DHODH
ENSG00000102970	11043	CCL17
ENSG00000102974	4194	CTCF
ENSG00000102984	12581	ZNF821
ENSG00000103024	5928	NME3
ENSG00000103034	402	NDRG4
ENSG00000103035	4151	PSMD7
ENSG00000103061	7477	SLC7A6OS
ENSG00000103089	156	FA2H
ENSG00000103091	3630	WDR59
ENSG00000103111	1199	MON1B
ENSG00000103121	4030	CMC2
ENSG00000103126	5569	AXIN1
ENSG00000103148	4770	NPRL3
ENSG00000103150	5481	MLYCD
ENSG00000103152	5312	MPG
ENSG00000103168	4128	TAF1C
ENSG00000103174	8027	NAGPA
ENSG00000103175	4003	WFDC1
ENSG00000103184	694	SEC14L5
ENSG00000103194	6244	USP10
ENSG00000103196	3539	CRISPLD2
ENSG00000103199	3827	ZNF500
ENSG00000103202	1413	NME4
ENSG00000103227	3999	LMF1
ENSG00000103241	2281	FOXF1
ENSG00000103245	8358	CIAO3
ENSG00000103248	9729	MTHFSD
ENSG00000103249	4873	CLCN7
ENSG00000103253	2606	HAGHL
ENSG00000103254	5058	ANTKMT
ENSG00000103257	910	SLC7A5
ENSG00000103260	251	METRN
ENSG00000103326	9388	CAPN15
ENSG00000103335	2159	PIEZO1
ENSG00000103342	1833	GSPT1
ENSG00000103343	9991	ZNF174
ENSG00000103365	7583	GGA2
ENSG00000103381	2569	CPPED1
ENSG00000103404	2632	USP31
ENSG00000103449	1111	SALL1
ENSG00000103460	3496	TOX3
ENSG00000103479	2074	RBL2
ENSG00000103489	9053	XYLT1
ENSG00000103496	1037	STX4
ENSG00000103540	931	CCP110
ENSG00000103546	102	SLC6A2
ENSG00000103550	885	KNOP1
ENSG00000103642	6787	LACTB
ENSG00000103647	1311	CORO2B
ENSG00000103653	5358	CSK
ENSG00000103657	7988	HERC1
ENSG00000103671	12006	TRIP4
ENSG00000103710	1681	RASL12
ENSG00000103740	458	ACSBG1
ENSG00000103742	5678	IGDCC4
ENSG00000103811	2639	CTSH
ENSG00000103852	5700	TTC23
ENSG00000103855	10083	CD276
ENSG00000103876	2422	FAH
ENSG00000103888	10482	CEMIP
ENSG00000103932	4159	RPAP1
ENSG00000103942	4409	HOMER2
ENSG00000103966	4625	EHD4
ENSG00000103978	1474	TMEM87A
ENSG00000103994	3637	ZNF106
ENSG00000103995	5439	CEP152
ENSG00000104043	7963	ATP8B4
ENSG00000104047	7301	DTWD1
ENSG00000104059	5619	FAM189A1
ENSG00000104067	319	TJP1
ENSG00000104081	8995	BMF
ENSG00000104129	7030	DNAJC17
ENSG00000104131	768	EIF3J
ENSG00000104133	3733	SPG11
ENSG00000104147	11893	OIP5
ENSG00000104154	7045	SLC30A4
ENSG00000104177	2567	MYEF2
ENSG00000104205	801	SGK3
ENSG00000104213	9579	PDGFRL
ENSG00000104218	2113	CSPP1
ENSG00000104219	2310	ZDHHC2
ENSG00000104228	3627	TRIM35
ENSG00000104237	9598	RP1
ENSG00000104267	304	CA2
ENSG00000104312	6739	RIPK2
ENSG00000104324	2679	CPQ
ENSG00000104325	1716	DECR1
ENSG00000104327	302	CALB1
ENSG00000104356	6603	POP1
ENSG00000104365	5725	IKBKB
ENSG00000104368	1143	PLAT
ENSG00000104369	3482	JPH1
ENSG00000104375	4437	STK3
