gene_name	louvCluster	DEtest_unadjP.05_forCluster	Nsigmodels_forCluster
RBBP6	LC.1	E4_noAncestry_noRin	1
TPR	LC.1	E4_noAncestry_noRin	4
SLITRK4	LC.1	E4_noAncestry_noRin	2
KCNJ3	LC.1	E4_noAncestry_noRin	3
SLC4A4	LC.1	E4_noAncestry_noRin	4
ALDH6A1	LC.1	E4_noAncestry_noRin	4
GJB6	LC.1	E4_noAncestry_noRin	3
RAB3GAP1	LC.1	E4_noAncestry_noRin	3
BCAT1	LC.1	E4_noAncestry_noRin	2
CCR10	LC.1	E4_noAncestry_noRin	2
DRG1	LC.1	E4_noAncestry_noRin	4
ARHGAP5	LC.1	E4_noAncestry_noRin	4
PHLPP1	LC.1	E4_noAncestry_noRin	3
SOX2	LC.1	E4_noAncestry_noRin	4
EEA1	LC.1	E4_noAncestry_noRin	2
HSF1	LC.1	E4_noAncestry_noRin	3
AARSD1	LC.1	E4_noAncestry_noRin	3
MAPK4	LC.1	E4_noAncestry_noRin	3
GABBR1	LC.1	E4_noAncestry_noRin	2
PTPRZ1	LC.1	E4_noAncestry_noRin	4
SIRT3	LC.1	E4_noAncestry_noRin	4
DDX17	LC.1	E4_noAncestry_noRin	2
LUZP2	LC.1	E4_noAncestry_noRin	4
EMD	LC.1	E4_noAncestry_noRin	4
CD83	LC.1	E4_noAncestry_noRin	2
HMGN1	LC.1	E4_noAncestry_noRin	4
ID4	LC.1	E4_noAncestry_noRin	4
SNORC	LC.1	E4_noAncestry_noRin	4
NFIX	LC.1	E4_noAncestry_noRin	2
GSTM4	LC.1	E4_noAncestry_noRin	1
TAGLN3	LC.1	E4_noAncestry_noRin	2
CCP110	LC.1	E4_noAncestry_noRin	2
HIPK1	LC.1	E4_noAncestry_noRin	1
NCOA1	LC.1	E4_noAncestry_noRin	1
CASC4	LC.1	E4_noAncestry_noRin	2
PSMC1	LC.1	E4_noAncestry_noRin	1
ZMAT2	LC.1	E4_noAncestry_noRin	2
TMEM127	LC.1	E4_noAncestry_noRin	2
AUTS2	LC.1	E4_noAncestry_noRin	1
JUNB	LC.1	E4_noAncestry_noRin	4
SERBP1	LC.1	E4_noAncestry_noRin	3
ATP7A	LC.1	E4_noAncestry_noRin	4
GCA	LC.1	E4_noAncestry_noRin	2
AL627171.2	LC.1	E4_noAncestry_noRin	4
DCBLD2	LC.1	E4_noAncestry_noRin	4
ASB8	LC.1	E4_noAncestry_noRin	4
C4orf3	LC.1	E4_noAncestry_noRin	2
ATG7	LC.1	E4_noAncestry_noRin	4
DZIP1	LC.1	E4_noAncestry_noRin	4
NKAIN4	LC.1	E4_noAncestry_noRin	2
UCHL1	LC.1	E4_noAncestry_noRin	2
SORBS1	LC.1	E4_noAncestry_noRin	2
B3GNT2	LC.1	E4_noAncestry_noRin	1
ATP6V0B	LC.1	E4_noAncestry_noRin	4
CTNND2	LC.1	E4_noAncestry_noRin	4
HNRNPA3	LC.1	E4_noAncestry_noRin	3
B4GALNT4	LC.1	E4_noAncestry_noRin	1
MTMR3	LC.1	E4_noAncestry_noRin	1
C6orf136	LC.1	E4_noAncestry_noRin	2
SNHG7	LC.1	E4_noAncestry_noRin	1
FMN2	LC.1	E4_noAncestry_noRin	4
CELF2	LC.1	E4_noAncestry_noRin	1
TRIM8	LC.1	E4_noAncestry_noRin	4
NANS	LC.1	E4_noAncestry_noRin	2
NPM2	LC.1	E4_noAncestry_noRin	2
HS6ST2	LC.1	E4_noAncestry_noRin	4
PPP4R2	LC.1	E4_noAncestry_noRin	1
PFKFB3	LC.1	E4_noAncestry_noRin	1
GSTP1	LC.1	E4_noAncestry_noRin	1
KIF21A	LC.1	E4_noAncestry_noRin	2
NWD2	LC.1	E4_noAncestry_noRin	2
ERP29	LC.1	E4_noAncestry_noRin	2
DAG1	LC.1	E4_noAncestry_noRin	2
LINC00632	LC.1	E4_noAncestry_noRin	1
ANKRD13D	LC.1	E4_noAncestry_noRin	4
SLC9B2	LC.1	E4_noAncestry_noRin	2
RPA2	LC.1	E4_noAncestry_noRin	2
ATP13A2	LC.1	E4_noAncestry_noRin	4
MPP6	LC.1	E4_noAncestry_noRin	4
BBS4	LC.1	E4_noAncestry_noRin	1
ITPKB	LC.1	E4_noAncestry_noRin	2
SCN3A	LC.1	E4_noAncestry_noRin	2
CHIC1	LC.1	E4_noAncestry_noRin	1
MTRNR2L3	LC.1	E4_noAncestry_noRin	3
DPYSL4	LC.1	E4_noAncestry_noRin	2
NDUFA9	LC.1	E4_noAncestry_noRin	1
OTUD5	LC.1	E4_noAncestry_noRin	3
RGMA	LC.1	E4_noAncestry_noRin	1
RCN1	LC.1	E4_noAncestry_noRin	1
ACSBG1	LC.1	E4_noAncestry_noRin	1
PPDPF	LC.1	E4_noAncestry_noRin	4
ACAA2	LC.1	E4_noAncestry_noRin	2
SCRG1	LC.1	E4_noAncestry_noRin	2
GALNT1	LC.1	E4_noAncestry_noRin	1
GNAI3	LC.1	E4_noAncestry_noRin	1
RAB4B	LC.1	E4_noAncestry_noRin	1
GSN	LC.1	E4_noAncestry_noRin	1
ACP2	LC.1	E4_noAncestry_noRin	4
CLIC4	LC.1	E4_noAncestry_noRin	3
SET	LC.1	E4_noAncestry_noRin	2
PREX1	LC.1	E4_noAncestry_noRin	1
EGLN1	LC.1	E4_noAncestry_noRin	1
PSMC3	LC.1	E4_noAncestry_noRin	4
RAC1	LC.1	E4_noAncestry_noRin	2
TMEFF2	LC.1	E4_noAncestry_noRin	2
AK5	LC.1	E4_noAncestry_noRin	2
SLC27A4	LC.1	E4_noAncestry_noRin	3
PRAF2	LC.1	E4_noAncestry_noRin	3
STK32A	LC.1	E4_noAncestry_noRin	2
EIF4EBP2	LC.1	E4_noAncestry_noRin	3
FAM20C	LC.1	E4_noAncestry_noRin	2
RIC8A	LC.1	E4_noAncestry_noRin	4
ADGRL3	LC.1	E4_noAncestry_noRin	3
GRIK2	LC.1	E4_noAncestry_noRin	2
NR2F1	LC.1	E4_noAncestry_noRin	2
MRPS15	LC.1	E4_noAncestry_noRin	1
CLTA	LC.1	E4_noAncestry_noRin	1
CMTM4	LC.1	E4_noAncestry_noRin	1
MYH14	LC.1	E4_noAncestry_noRin	4
AK2	LC.1	E4_noAncestry_noRin	2
GOLGA2	LC.1	E4_noAncestry_noRin	1
SMG9	LC.1	E4_noAncestry_noRin	1
PCDH10	LC.1	E4_noAncestry_noRin	1
HEBP2	LC.1	E4_noAncestry_noRin	2
KPNA3	LC.1	E4_noAncestry_noRin	1
CCDC107	LC.1	E4_noAncestry_noRin	2
CACNG3	LC.1	E4_noAncestry_noRin	1
ACAT2	LC.1	E4_noAncestry_noRin	2
ITSN2	LC.1	E4_noAncestry_noRin	1
SCN9A	LC.1	E4_noAncestry_noRin	2
MAP9	LC.1	E4_noAncestry_noRin	2
CDC27	LC.1	E4_noAncestry_noRin	4
DDX5	LC.1	E4_noAncestry_noRin	2
CCDC189	LC.1	E4_noAncestry_noRin	1
QPCT	LC.1	E4_noAncestry_noRin	1
OPTN	LC.1	E4_noAncestry_noRin	1
CADM3	LC.1	E4_noAncestry_noRin	4
SERP1	LC.1	E4_noAncestry_noRin	1
NRG1	LC.1	E4_noAncestry_noRin	2
APOE	LC.1	E4_noAncestry_noRin	2
HDAC5	LC.1	E4_noAncestry_noRin	2
GNPDA1	LC.1	E4_noAncestry_noRin	2
HIPK2	LC.1	E4_noAncestry_noRin	1
DNAJA4	LC.1	E4_noAncestry_noRin	3
ORAI2	LC.1	E4_noAncestry_noRin	4
MINDY2	LC.1	E4_noAncestry_noRin	1
SVOP	LC.1	E4_noAncestry_noRin	1
OGFRL1	LC.1	E4_noAncestry_noRin	2
AKAP12	LC.1	E4_noAncestry_noRin	1
MACF1	LC.1	E4_noAncestry_noRin	2
BCAP29	LC.1	E4_noAncestry_noRin	2
FDPS	LC.1	E4_noAncestry_noRin	1
SNRNP27	LC.1	E4_noAncestry_noRin	1
CAST	LC.1	E4_noAncestry_noRin	1
RET	LC.1	E4_noAncestry_noRin	2
RAB31	LC.1	E4_noAncestry_noRin	2
LNPK	LC.1	E4_noAncestry_noRin	1
C6orf62	LC.1	E4_noAncestry_noRin	1
PSMD2	LC.1	E4_noAncestry_noRin	1
NACAD	LC.1	E4_noAncestry_noRin	3
ELAVL4	LC.1	E4_noAncestry_noRin	3
MAPK3	LC.1	E4_noAncestry_noRin	3
SLC6A15	LC.1	E4_noAncestry_noRin	2
GBA	LC.1	E4_noAncestry_noRin	4
RETREG2	LC.1	E4_noAncestry_noRin	4
DNER	LC.1	E4_noAncestry_noRin	2
C20orf27	LC.1	E4_noAncestry_noRin	1
FTH1	LC.1	E4_noAncestry_noRin	3
TCEAL4	LC.1	E4_noAncestry_noRin	1
SRP9	LC.1	E4_noAncestry_noRin	4
ENC1	LC.1	E4_noAncestry_noRin	2
HSPB1	LC.1	E4_noAncestry_noRin	2
MLLT11	LC.1	E4_noAncestry_noRin	1
HMGCS1	LC.1	E4_noAncestry_noRin	2
MTRNR2L12	LC.1	E4_noAncestry_noRin	1
MT-ND3	LC.1	E4_noAncestry_noRin	1
LINC00844	LC.1	E4_noAncestry_wRin	4
SLC1A3	LC.1	E4_noAncestry_wRin	4
ENHO	LC.1	E4_noAncestry_wRin	4
TSC22D4	LC.1	E4_noAncestry_wRin	4
CST3	LC.1	E4_noAncestry_wRin	4
PON2	LC.1	E4_noAncestry_wRin	4
GABRG1	LC.1	E4_noAncestry_wRin	4
METTL7A	LC.1	E4_noAncestry_wRin	4
GJA1	LC.1	E4_noAncestry_wRin	4
FGFR3	LC.1	E4_noAncestry_wRin	4
SPARC	LC.1	E4_noAncestry_wRin	4
S100A13	LC.1	E4_noAncestry_wRin	4
EFEMP1	LC.1	E4_noAncestry_wRin	4
ATP1A2	LC.1	E4_noAncestry_wRin	4
PLPP3	LC.1	E4_noAncestry_wRin	4
NDRG2	LC.1	E4_noAncestry_wRin	4
NTSR2	LC.1	E4_noAncestry_wRin	4
SEPTIN2	LC.1	E4_noAncestry_wRin	4
AGT	LC.1	E4_noAncestry_wRin	4
SLC1A2	LC.1	E4_noAncestry_wRin	4
NRCAM	LC.1	E4_noAncestry_wRin	4
SLC6A11	LC.1	E4_noAncestry_wRin	4
EDNRB	LC.1	E4_noAncestry_wRin	4
ETNPPL	LC.1	E4_noAncestry_wRin	4
PMP2	LC.1	E4_noAncestry_wRin	4
GCSH	LC.1	E4_noAncestry_wRin	4
IGSF1	LC.1	E4_noAncestry_wRin	4
ACER3	LC.1	E4_noAncestry_wRin	4
NACC2	LC.1	E4_noAncestry_wRin	4
MTRNR2L8	LC.1	E4_noAncestry_wRin	4
C1QTNF4	LC.1	E4_noAncestry_wRin	4
GLUD1	LC.1	E4_noAncestry_wRin	4
GLUL	LC.1	E4_noAncestry_wRin	4
PRDX6	LC.1	E4_noAncestry_wRin	4
PTGDS	LC.1	E4_noAncestry_wRin	4
PHGDH	LC.1	E4_noAncestry_wRin	4
CNR1	LC.1	E4_noAncestry_wRin	4
FUT9	LC.1	E4_noAncestry_wRin	4
SDC2	LC.1	E4_noAncestry_wRin	4
RIDA	LC.1	E4_noAncestry_wRin	4
S100A1	LC.1	E4_noAncestry_wRin	4
AHCYL1	LC.1	E4_noAncestry_wRin	4
AQP4	LC.1	E4_noAncestry_wRin	4
TMEM47	LC.1	E4_noAncestry_wRin	4
NPY	LC.1	E4_noAncestry_wRin	3
TRIL	LC.1	E4_noAncestry_wRin	4
GPM6B	LC.1	E4_noAncestry_wRin	4
RGCC	LC.1	E4_noAncestry_wRin	4
RND2	LC.1	E4_noAncestry_wRin	4
SPARCL1	LC.1	E4_noAncestry_wRin	4
SERPINE2	LC.1	E4_noAncestry_wRin	4
AC007325.4	LC.1	E4_noAncestry_wRin	4
APOC1	LC.1	E4_noAncestry_wRin	4
TIMP3	LC.1	E4_noAncestry_wRin	4
ITM2C	LC.1	E4_noAncestry_wRin	4
BAALC	LC.1	E4_noAncestry_wRin	4
BHLHE41	LC.1	E4_noAncestry_wRin	4
TFRC	LC.1	E4_noAncestry_wRin	4
LINC00205	LC.1	E4_noAncestry_wRin	4
ADD3	LC.1	E4_noAncestry_wRin	4
PTGES3	LC.1	E4_noAncestry_wRin	4
B3GAT2	LC.1	E4_noAncestry_wRin	4
SLC25A18	LC.1	E4_noAncestry_wRin	4
C1orf61	LC.1	E4_noAncestry_wRin	4
ALDH5A1	LC.1	E4_noAncestry_wRin	4
DTNA	LC.1	E4_noAncestry_wRin	4
PCSK1	LC.1	E4_noAncestry_wRin	4
IDH2	LC.1	E4_noAncestry_wRin	4
NRXN1	LC.1	E4_noAncestry_wRin	4
TENM4	LC.1	E4_noAncestry_wRin	4
SNTA1	LC.1	E4_noAncestry_wRin	4
CPNE3	LC.1	E4_noAncestry_wRin	4
ZCCHC24	LC.1	E4_noAncestry_wRin	4
ZPR1	LC.1	E4_noAncestry_wRin	4
PCDH7	LC.1	E4_noAncestry_wRin	4
LMO3	LC.1	E4_noAncestry_wRin	4
NTRK2	LC.1	E4_noAncestry_wRin	4
SDC4	LC.1	E4_noAncestry_wRin	4
NFIA	LC.1	E4_noAncestry_wRin	4
QKI	LC.1	E4_noAncestry_wRin	4
STMN2	LC.1	E4_noAncestry_wRin	4
AP3S2	LC.1	E4_noAncestry_wRin	4
PPP1R15A	LC.1	E4_noAncestry_wRin	4
ITGB8	LC.1	E4_noAncestry_wRin	4
S1PR1	LC.1	E4_noAncestry_wRin	4
SLC25A33	LC.1	E4_noAncestry_wRin	4
SNN	LC.1	E4_noAncestry_wRin	4
ACBD7	LC.1	E4_noAncestry_wRin	4
DCBLD2	LC.1	E4_noAncestry_wRin	4
SLC2A3	LC.1	E4_noAncestry_wRin	4
WLS	LC.1	E4_noAncestry_wRin	4
C2orf72	LC.1	E4_noAncestry_wRin	4
AMER2	LC.1	E4_noAncestry_wRin	4
HSP90AB1	LC.1	E4_noAncestry_wRin	4
HADHB	LC.1	E4_noAncestry_wRin	4
PDLIM5	LC.1	E4_noAncestry_wRin	4
DUSP26	LC.1	E4_noAncestry_wRin	4
EEF1A1	LC.1	E4_noAncestry_wRin	4
MGST1	LC.1	E4_noAncestry_wRin	4
MARCKS	LC.1	E4_noAncestry_wRin	4
TSPAN7	LC.1	E4_noAncestry_wRin	4
RPS27	LC.1	E4_noAncestry_wRin	3
ANXA6	LC.1	E4_noAncestry_wRin	4
DAAM2	LC.1	E4_noAncestry_wRin	4
TRPM3	LC.1	E4_noAncestry_wRin	4
PITPNC1	LC.1	E4_noAncestry_wRin	4
FXYD1	LC.1	E4_noAncestry_wRin	4
CPE	LC.1	E4_noAncestry_wRin	4
NDUFS2	LC.1	E4_noAncestry_wRin	4
KCNJ10	LC.1	E4_noAncestry_wRin	4
SORCS1	LC.1	E4_noAncestry_wRin	3
WASF3	LC.1	E4_noAncestry_wRin	4
DYNC1I1	LC.1	E4_noAncestry_wRin	4
GPR37L1	LC.1	E4_noAncestry_wRin	4
TH	LC.1	E4_noAncestry_wRin	4
WASHC1	LC.1	E4_noAncestry_wRin	4
MYBBP1A	LC.1	E4_noAncestry_wRin	4
TRAPPC6B	LC.1	E4_noAncestry_wRin	4
SYNPR	LC.1	E4_noAncestry_wRin	2
PSAT1	LC.1	E4_noAncestry_wRin	4
TAGLN2	LC.1	E4_noAncestry_wRin	4
CIPC	LC.1	E4_noAncestry_wRin	4
CPXM2	LC.1	E4_noAncestry_wRin	4
PIK3R1	LC.1	E4_noAncestry_wRin	4
KCTD12	LC.1	E4_noAncestry_wRin	4
CYB5R3	LC.1	E4_noAncestry_wRin	4
FARP1	LC.1	E4_noAncestry_wRin	4
TIMM17A	LC.1	E4_noAncestry_wRin	4
TTYH1	LC.1	E4_noAncestry_wRin	4
SLC6A1	LC.1	E4_noAncestry_wRin	4
PNMA6F	LC.1	E4_noAncestry_wRin	4
TUBA4A	LC.1	E4_noAncestry_wRin	4
HSPA2	LC.1	E4_noAncestry_wRin	4
PEF1	LC.1	E4_noAncestry_wRin	4
SLC17A6	LC.1	E4_noAncestry_wRin	4
ATP7A	LC.1	E4_noAncestry_wRin	4
THNSL2	LC.1	E4_noAncestry_wRin	3
MT1M	LC.1	E4_noAncestry_wRin	3
LRPPRC	LC.1	E4_noAncestry_wRin	4
ELAVL4	LC.1	E4_noAncestry_wRin	3
RPL36A	LC.1	E4_noAncestry_wRin	3
SLC7A11	LC.1	E4_noAncestry_wRin	4
RAD50	LC.1	E4_noAncestry_wRin	4
NMB	LC.1	E4_noAncestry_wRin	2
CADPS	LC.1	E4_noAncestry_wRin	4
NRXN3	LC.1	E4_noAncestry_wRin	2
GJB6	LC.1	E4_noAncestry_wRin	3
CRCP	LC.1	E4_noAncestry_wRin	4
TRIM9	LC.1	E4_noAncestry_wRin	4
AK6	LC.1	E4_noAncestry_wRin	4
CD320	LC.1	E4_noAncestry_wRin	4
HIGD2A	LC.1	E4_noAncestry_wRin	4
METRN	LC.1	E4_noAncestry_wRin	4
FAM3A	LC.1	E4_noAncestry_wRin	3
NEAT1	LC.1	E4_noAncestry_wRin	4
B3GAT1	LC.1	E4_noAncestry_wRin	3
TUBB	LC.1	E4_noAncestry_wRin	3
TSC22D1	LC.1	E4_noAncestry_wRin	4
PSD2	LC.1	E4_noAncestry_wRin	3
H3F3A	LC.1	E4_noAncestry_wRin	4
ZNF580	LC.1	E4_noAncestry_wRin	4
NSFL1C	LC.1	E4_noAncestry_wRin	4
MT3	LC.1	E4_noAncestry_wRin	4
ATP6V1C1	LC.1	E4_noAncestry_wRin	4
PTDSS1	LC.1	E4_noAncestry_wRin	2
MAOB	LC.1	E4_noAncestry_wRin	4
C3	LC.1	E4_noAncestry_wRin	2
HES4	LC.1	E4_noAncestry_wRin	4
ALDH7A1	LC.1	E4_noAncestry_wRin	4
MVK	LC.1	E4_noAncestry_wRin	4
PSMC3	LC.1	E4_noAncestry_wRin	4
FMNL2	LC.1	E4_noAncestry_wRin	4
DLG2	LC.1	E4_noAncestry_wRin	4
CADM3	LC.1	E4_noAncestry_wRin	4
NREP	LC.1	E4_noAncestry_wRin	4
SOX2	LC.1	E4_noAncestry_wRin	4
TUBA1A	LC.1	E4_noAncestry_wRin	4
FTH1	LC.1	E4_noAncestry_wRin	3
OMG	LC.1	E4_noAncestry_wRin	4
CDKN1B	LC.1	E4_noAncestry_wRin	4
PCGF5	LC.1	E4_noAncestry_wRin	4
RIMKLB	LC.1	E4_noAncestry_wRin	4
MAST4	LC.1	E4_noAncestry_wRin	4
PLPBP	LC.1	E4_noAncestry_wRin	3
TTC39A	LC.1	E4_noAncestry_wRin	3
BCAT1	LC.1	E4_noAncestry_wRin	2
AGPAT4	LC.1	E4_noAncestry_wRin	4
PEPD	LC.1	E4_noAncestry_wRin	4
GATM	LC.1	E4_noAncestry_wRin	4
LAMP1	LC.1	E4_noAncestry_wRin	4
TMEM9B	LC.1	E4_noAncestry_wRin	4
ANXA2	LC.1	E4_noAncestry_wRin	4
PLEKHB1	LC.1	E4_noAncestry_wRin	4
AKAP9	LC.1	E4_noAncestry_wRin	2
PTN	LC.1	E4_noAncestry_wRin	4
MMS19	LC.1	E4_noAncestry_wRin	4
IMP4	LC.1	E4_noAncestry_wRin	4
EZR	LC.1	E4_noAncestry_wRin	4
RFPL1S	LC.1	E4_noAncestry_wRin	4
SDC3	LC.1	E4_noAncestry_wRin	4
SLC4A4	LC.1	E4_noAncestry_wRin	4
SIRT3	LC.1	E4_noAncestry_wRin	4
JUNB	LC.1	E4_noAncestry_wRin	4
ALDH6A1	LC.1	E4_noAncestry_wRin	4
SIL1	LC.1	E4_noAncestry_wRin	4
KCNJ3	LC.1	E4_noAncestry_wRin	3
RETREG2	LC.1	E4_noAncestry_wRin	4
KIF21A	LC.1	E4_noAncestry_wRin	2
EMD	LC.1	E4_noAncestry_wRin	4
NFYB	LC.1	E4_noAncestry_wRin	4
MAGI2	LC.1	E4_noAncestry_wRin	4
RETREG3	LC.1	E4_noAncestry_wRin	4
SMIM29	LC.1	E4_noAncestry_wRin	4
NDUFAF8	LC.1	E4_noAncestry_wRin	2
POU3F3	LC.1	E4_noAncestry_wRin	3
RPS29	LC.1	E4_noAncestry_wRin	1
LIFR	LC.1	E4_noAncestry_wRin	4
ALCAM	LC.1	E4_noAncestry_wRin	2
PMP22	LC.1	E4_noAncestry_wRin	3
CNN3	LC.1	E4_noAncestry_wRin	4
ID4	LC.1	E4_noAncestry_wRin	4
LRP1	LC.1	E4_noAncestry_wRin	2
GPRC5B	LC.1	E4_noAncestry_wRin	4
TRIM8	LC.1	E4_noAncestry_wRin	4
HSF1	LC.1	E4_noAncestry_wRin	3
TPR	LC.1	E4_noAncestry_wRin	4
CNTN6	LC.1	E4_noAncestry_wRin	4
CAMK2G	LC.1	E4_noAncestry_wRin	2
FAAH	LC.1	E4_noAncestry_wRin	4
C4orf3	LC.1	E4_noAncestry_wRin	2
QSOX1	LC.1	E4_noAncestry_wRin	2
MYH14	LC.1	E4_noAncestry_wRin	4
GBA	LC.1	E4_noAncestry_wRin	4
ITGAV	LC.1	E4_noAncestry_wRin	2
CACNA2D1	LC.1	E4_noAncestry_wRin	2
SET	LC.1	E4_noAncestry_wRin	2
KPNA2	LC.1	E4_noAncestry_wRin	4
ATP1B2	LC.1	E4_noAncestry_wRin	3
MPP6	LC.1	E4_noAncestry_wRin	4
HOPX	LC.1	E4_noAncestry_wRin	3
TNPO2	LC.1	E4_noAncestry_wRin	3
CNTNAP2	LC.1	E4_noAncestry_wRin	2
ASB8	LC.1	E4_noAncestry_wRin	4
RAC1	LC.1	E4_noAncestry_wRin	2
IL17D	LC.1	E4_noAncestry_wRin	4
PSMD4	LC.1	E4_noAncestry_wRin	4
MORN2	LC.1	E4_noAncestry_wRin	1
AK5	LC.1	E4_noAncestry_wRin	2
BOD1L1	LC.1	E4_noAncestry_wRin	4
CDC37	LC.1	E4_noAncestry_wRin	3
ARHGAP5	LC.1	E4_noAncestry_wRin	4
WARS	LC.1	E4_noAncestry_wRin	4
LUZP2	LC.1	E4_noAncestry_wRin	4
H1F0	LC.1	E4_noAncestry_wRin	1
CDC27	LC.1	E4_noAncestry_wRin	4
SLC6A15	LC.1	E4_noAncestry_wRin	2
PRPS1	LC.1	E4_noAncestry_wRin	1
PCSK2	LC.1	E4_noAncestry_wRin	2
MSL1	LC.1	E4_noAncestry_wRin	4
MTHFS	LC.1	E4_noAncestry_wRin	2
RAB3GAP1	LC.1	E4_noAncestry_wRin	3
PHLPP1	LC.1	E4_noAncestry_wRin	3
