gene_name	louvCluster	DEtest_unadjP.05_forCluster	Nsigmodels_forCluster
APOLD1	X4	E4_wAncestry_wRin	4
C5orf63	X4	E4_wAncestry_wRin	4
C3	X4	E4_wAncestry_wRin	4
SYT4	X4	E4_wAncestry_wRin	4
PLPPR2	X4	E4_wAncestry_wRin	4
SIGMAR1	X4	E4_wAncestry_wRin	4
HEBP2	X4	E4_wAncestry_wRin	4
MAPT	X4	E4_wAncestry_wRin	4
TMEM47	X4	E4_wAncestry_wRin	4
FOXJ1	X4	E4_wAncestry_wRin	4
TSPYL2	X4	E4_wAncestry_wRin	4
AHCTF1	X4	E4_wAncestry_wRin	4
RBM3	X4	E4_wAncestry_wRin	2
CBX6	X4	E4_wAncestry_wRin	4
SNX19	X4	E4_wAncestry_wRin	4
NEK11	X4	E4_wAncestry_wRin	4
LYRM4	X4	E4_wAncestry_wRin	4
QSOX1	X4	E4_wAncestry_wRin	4
CAT	X4	E4_wAncestry_wRin	4
PYGB	X4	E4_wAncestry_wRin	4
MT2A	X4	E4_wAncestry_wRin	4
IL13RA1	X4	E4_wAncestry_wRin	4
DYNC1H1	X4	E4_wAncestry_wRin	4
CRNDE	X4	E4_wAncestry_wRin	4
TMEM178A	X4	E4_wAncestry_wRin	4
ITGB5	X4	E4_wAncestry_wRin	4
AL035078.1	X4	E4_wAncestry_wRin	4
NDUFB3	X4	E4_wAncestry_wRin	4
PENK	X4	E4_wAncestry_wRin	4
CASD1	X4	E4_wAncestry_wRin	4
TMEM255A	X4	E4_wAncestry_wRin	4
CA2	X4	E4_wAncestry_wRin	4
SEC11A	X4	E4_wAncestry_wRin	4
SLK	X4	E4_wAncestry_wRin	4
CDH18	X4	E4_wAncestry_wRin	4
ARHGAP5	X4	E4_wAncestry_wRin	4
SYNPR	X4	E4_wAncestry_wRin	4
TMEM231	X4	E4_wAncestry_wRin	4
IFI27	X4	E4_wAncestry_wRin	4
DPYSL5	X4	E4_wAncestry_wRin	4
HIPK1	X4	E4_wAncestry_wRin	4
FLT1	X4	E4_wAncestry_wRin	4
FBLL1	X4	E4_wAncestry_wRin	4
BRD8	X4	E4_wAncestry_wRin	4
G6PD	X4	E4_wAncestry_wRin	4
ORAI2	X4	E4_wAncestry_wRin	4
B3GAT3	X4	E4_wAncestry_wRin	4
PSD	X4	E4_wAncestry_wRin	4
CDK5R2	X4	E4_wAncestry_wRin	4
SEZ6L2	X4	E4_wAncestry_wRin	4
LAPTM5	X4	E4_wAncestry_wRin	4
CELF4	X4	E4_wAncestry_wRin	4
APOC1	X4	E4_wAncestry_wRin	4
RFPL1S	X4	E4_wAncestry_wRin	4
NEGR1	X4	E4_wAncestry_wRin	4
WWTR1	X4	E4_wAncestry_wRin	4
WASF1	X4	E4_wAncestry_wRin	4
STOML1	X4	E4_wAncestry_wRin	4
ADCYAP1	X4	E4_wAncestry_wRin	4
KIF3A	X4	E4_wAncestry_wRin	4
YAP1	X4	E4_wAncestry_wRin	4
CREG1	X4	E4_wAncestry_wRin	4
MAFG	X4	E4_wAncestry_wRin	4
DNAAF1	X4	E4_wAncestry_wRin	4
IRGQ	X4	E4_wAncestry_wRin	4
MOBP	X4	E4_wAncestry_wRin	4
C6orf62	X4	E4_wAncestry_wRin	4
CAPS	X4	E4_wAncestry_wRin	4
CSF1R	X4	E4_wAncestry_wRin	4
LAPTM4A	X4	E4_wAncestry_wRin	4
NT5DC1	X4	E4_wAncestry_wRin	4
TEX261	X4	E4_wAncestry_wRin	4
PCSK1	X4	E4_wAncestry_wRin	4
MRPS14	X4	E4_wAncestry_wRin	4
CDS1	X4	E4_wAncestry_wRin	4
MAOB	X4	E4_wAncestry_wRin	4
LGI3	X4	E4_wAncestry_wRin	4
TPPP3	X4	E4_wAncestry_wRin	4
FAM183A	X4	E4_wAncestry_wRin	4
PRMT1	X4	E4_wAncestry_wRin	4
GPD1L	X4	E4_wAncestry_wRin	4
SLC17A6	X4	E4_wAncestry_wRin	4
SLC7A1	X4	E4_wAncestry_wRin	4
SLC2A1	X4	E4_wAncestry_wRin	4
SLC40A1	X4	E4_wAncestry_wRin	4
HNRNPH3	X4	E4_wAncestry_wRin	4
IGFBP7	X4	E4_wAncestry_wRin	4
ZBTB7A	X4	E4_wAncestry_wRin	4
SPTB	X4	E4_wAncestry_wRin	4
C1orf194	X4	E4_wAncestry_wRin	4
SF1	X4	E4_wAncestry_wRin	4
BRSK1	X4	E4_wAncestry_wRin	4
DNAJC7	X4	E4_wAncestry_wRin	4
PCBP4	X4	E4_wAncestry_wRin	4
SPAG16	X4	E4_wAncestry_wRin	4
CPNE5	X4	E4_wAncestry_wRin	4
KCNJ6	X4	E4_wAncestry_wRin	4
CYBA	X4	E4_wAncestry_wRin	4
PDIA3	X4	E4_wAncestry_wRin	4
CFAP157	X4	E4_wAncestry_wRin	4
INTS1	X4	E4_wAncestry_wRin	4
SYT11	X4	E4_wAncestry_wRin	4
HSPH1	X4	E4_wAncestry_wRin	2
ZMYND10	X4	E4_wAncestry_wRin	4
CDO1	X4	E4_wAncestry_wRin	4
SBF1	X4	E4_wAncestry_wRin	4
NOTCH3	X4	E4_wAncestry_wRin	4
RARRES2	X4	E4_wAncestry_wRin	4
EXT2	X4	E4_wAncestry_wRin	4
SOX8	X4	E4_wAncestry_wRin	4
TAGLN	X4	E4_wAncestry_wRin	4
TIMMDC1	X4	E4_wAncestry_wRin	4
STON2	X4	E4_wAncestry_wRin	4
DHCR24	X4	E4_wAncestry_wRin	4
FASN	X4	E4_wAncestry_wRin	2
RSPH1	X4	E4_wAncestry_wRin	4
JUND	X4	E4_wAncestry_wRin	3
XPO1	X4	E4_wAncestry_wRin	4
PHF14	X4	E4_wAncestry_wRin	4
RBM25	X4	E4_wAncestry_wRin	3
EML2	X4	E4_wAncestry_wRin	4
AK1	X4	E4_wAncestry_wRin	4
CASKIN1	X4	E4_wAncestry_wRin	3
ANKIB1	X4	E4_wAncestry_wRin	2
RALYL	X4	E4_wAncestry_wRin	4
NCBP2	X4	E4_wAncestry_wRin	4
DNAL1	X4	E4_wAncestry_wRin	4
ASTN2	X4	E4_wAncestry_wRin	4
GCAT	X4	E4_wAncestry_wRin	4
UBE2M	X4	E4_wAncestry_wRin	4
UST	X4	E4_wAncestry_wRin	4
ANKRD36C	X4	E4_wAncestry_wRin	4
SLC7A5	X4	E4_wAncestry_wRin	4
TCTEX1D2	X4	E4_wAncestry_wRin	4
ZBTB18	X4	E4_wAncestry_wRin	4
XRN2	X4	E4_wAncestry_wRin	4
CD99	X4	E4_wAncestry_wRin	4
MYL9	X4	E4_wAncestry_wRin	4
AP2B1	X4	E4_wAncestry_wRin	4
DNAJB4	X4	E4_wAncestry_wRin	2
BMPR1B	X4	E4_wAncestry_wRin	4
IGSF8	X4	E4_wAncestry_wRin	4
MAPK8IP1	X4	E4_wAncestry_wRin	4
NEK1	X4	E4_wAncestry_wRin	4
ARNT2	X4	E4_wAncestry_wRin	4
TMEM176A	X4	E4_wAncestry_wRin	4
RAB12	X4	E4_wAncestry_wRin	4
FAM133A	X4	E4_wAncestry_wRin	4
DTNB	X4	E4_wAncestry_wRin	4
FBLN1	X4	E4_wAncestry_wRin	4
ELAVL4	X4	E4_wAncestry_wRin	4
DUSP8	X4	E4_wAncestry_wRin	4
OAZ2	X4	E4_wAncestry_wRin	4
GRIN1	X4	E4_wAncestry_wRin	3
SEZ6	X4	E4_wAncestry_wRin	4
BNIP3	X4	E4_wAncestry_wRin	2
ATXN7L3	X4	E4_wAncestry_wRin	4
HLA-B	X4	E4_wAncestry_wRin	4
BBOX1	X4	E4_wAncestry_wRin	4
TMEM35A	X4	E4_wAncestry_wRin	4
CCDC173	X4	E4_wAncestry_wRin	4
MTRNR2L1	X4	E4_wAncestry_wRin	2
PTH1R	X4	E4_wAncestry_wRin	4
H2AFZ	X4	E4_wAncestry_wRin	4
SLC15A2	X4	E4_wAncestry_wRin	4
MED15	X4	E4_wAncestry_wRin	4
SYNGR3	X4	E4_wAncestry_wRin	4
VWF	X4	E4_wAncestry_wRin	4
PPP4R3A	X4	E4_wAncestry_wRin	4
RETREG2	X4	E4_wAncestry_wRin	4
SEMA5A	X4	E4_wAncestry_wRin	4
PPP1R1A	X4	E4_wAncestry_wRin	4
NOC2L	X4	E4_wAncestry_wRin	4
SIN3B	X4	E4_wAncestry_wRin	3
RHBDD2	X4	E4_wAncestry_wRin	3
AP1M1	X4	E4_wAncestry_wRin	2
MFSD2A	X4	E4_wAncestry_wRin	4
QTRT1	X4	E4_wAncestry_wRin	2
TMBIM4	X4	E4_wAncestry_wRin	4
TECPR1	X4	E4_wAncestry_wRin	4
PRCP	X4	E4_wAncestry_wRin	4
TUSC3	X4	E4_wAncestry_wRin	4
TMEM63B	X4	E4_wAncestry_wRin	4
RPL36AL	X4	E4_wAncestry_wRin	4
ZC2HC1A	X4	E4_wAncestry_wRin	4
TCAF1	X4	E4_wAncestry_wRin	4
MOCS2	X4	E4_wAncestry_wRin	2
DDT	X4	E4_wAncestry_wRin	4
MRPS36	X4	E4_wAncestry_wRin	4
SHISA4	X4	E4_wAncestry_wRin	2
HLA-C	X4	E4_wAncestry_wRin	3
METTL9	X4	E4_wAncestry_wRin	4
MRPS26	X4	E4_wAncestry_wRin	2
RNPS1	X4	E4_wAncestry_wRin	2
NDUFB2	X4	E4_wAncestry_wRin	4
PEG3	X4	E4_wAncestry_wRin	4
LINC00844	X7	E4_noAncestry_noRin	4
C3	X7	E4_noAncestry_noRin	4
CD74	X7	E4_noAncestry_noRin	4
APOC1	X7	E4_noAncestry_noRin	4
HLA-DRA	X7	E4_noAncestry_noRin	4
MTRNR2L12	X7	E4_noAncestry_noRin	4
OLIG1	X7	E4_noAncestry_noRin	4
MRPL43	X7	E4_noAncestry_noRin	4
PRDX6	X7	E4_noAncestry_noRin	4
MTRNR2L6	X7	E4_noAncestry_noRin	4
MYH14	X7	E4_noAncestry_noRin	4
SLC7A5	X7	E4_noAncestry_noRin	4
CST3	X7	E4_noAncestry_noRin	4
CPD	X7	E4_noAncestry_noRin	4
DHCR24	X7	E4_noAncestry_noRin	4
PSAT1	X7	E4_noAncestry_noRin	4
HDLBP	X7	E4_noAncestry_noRin	4
VCAN	X7	E4_noAncestry_noRin	4
C1QTNF4	X7	E4_noAncestry_noRin	4
UBE2R2	X7	E4_noAncestry_noRin	4
MGAT5	X7	E4_noAncestry_noRin	4
TTC3	X7	E4_noAncestry_noRin	4
RGCC	X7	E4_noAncestry_noRin	4
CHMP3	X7	E4_noAncestry_noRin	4
TRIL	X7	E4_noAncestry_noRin	4
RPL36AL	X7	E4_noAncestry_noRin	4
ITM2B	X7	E4_noAncestry_noRin	4
AC009041.2	X7	E4_noAncestry_noRin	4
HBA2	X7	E4_noAncestry_noRin	3
CLN8	X7	E4_noAncestry_noRin	3
GLDN	X7	E4_noAncestry_noRin	4
HM13	X7	E4_noAncestry_noRin	4
SELENOT	X7	E4_noAncestry_noRin	4
C12orf57	X7	E4_noAncestry_noRin	2
COL18A1	X7	E4_noAncestry_noRin	4
SNTA1	X7	E4_noAncestry_noRin	3
PSMB6	X7	E4_noAncestry_noRin	4
ENHO	X7	E4_noAncestry_noRin	2
NTSR2	X7	E4_noAncestry_noRin	4
UBE2V1	X7	E4_noAncestry_noRin	4
TRAK2	X7	E4_noAncestry_noRin	4
SEMA4D	X7	E4_noAncestry_noRin	4
AATK	X7	E4_noAncestry_noRin	4
ENO1	X7	E4_noAncestry_noRin	4
PLLP	X7	E4_noAncestry_noRin	4
MARCH6	X7	E4_noAncestry_noRin	4
MRPS34	X7	E4_noAncestry_noRin	4
KAZN	X7	E4_noAncestry_noRin	4
BRI3	X7	E4_noAncestry_noRin	3
DSEL	X7	E4_noAncestry_noRin	4
ECH1	X7	E4_noAncestry_noRin	4
C2orf74	X7	E4_noAncestry_noRin	4
TOMM6	X7	E4_noAncestry_noRin	4
PAFAH1B1	X7	E4_noAncestry_noRin	4
HSBP1	X7	E4_noAncestry_noRin	4
CXXC5	X7	E4_noAncestry_noRin	4
PBX1	X7	E4_noAncestry_noRin	4
NKAIN2	X7	E4_noAncestry_noRin	4
SPAG9	X7	E4_noAncestry_noRin	4
ETNPPL	X7	E4_noAncestry_noRin	4
VPS26A	X7	E4_noAncestry_noRin	3
MTRNR2L8	X7	E4_noAncestry_noRin	2
MAL	X7	E4_noAncestry_noRin	4
HSPA1B	X7	E4_noAncestry_noRin	4
FXYD1	X7	E4_noAncestry_noRin	2
HSD17B4	X7	E4_noAncestry_noRin	4
TNFRSF21	X7	E4_noAncestry_noRin	4
MTRNR2L3	X7	E4_noAncestry_noRin	4
CHMP2A	X7	E4_noAncestry_noRin	3
SLC39A10	X7	E4_noAncestry_noRin	4
DBI	X7	E4_noAncestry_noRin	4
DOCK9	X7	E4_noAncestry_noRin	4
NDRG2	X7	E4_noAncestry_noRin	2
MYO9A	X7	E4_noAncestry_noRin	4
HBB	X7	E4_noAncestry_noRin	4
BAIAP3	X7	E4_noAncestry_noRin	3
PENK	X7	E4_noAncestry_noRin	4
PBXIP1	X7	E4_noAncestry_noRin	4
NORAD	X7	E4_noAncestry_noRin	4
ADCYAP1R1	X7	E4_noAncestry_noRin	4
FGF13	X7	E4_noAncestry_noRin	2
KCNQ1OT1	X7	E4_noAncestry_noRin	2
NR2F2	X7	E4_noAncestry_noRin	2
TMEM189	X7	E4_noAncestry_noRin	3
WFS1	X7	E4_noAncestry_noRin	3
MTUS1	X7	E4_noAncestry_noRin	2
ARFGAP2	X7	E4_noAncestry_noRin	4
COMMD6	X7	E4_noAncestry_noRin	2
LSM3	X7	E4_noAncestry_noRin	2
TNS1	X7	E4_noAncestry_noRin	4
ACSBG1	X7	E4_noAncestry_noRin	2
AGPAT4	X7	E4_noAncestry_noRin	4
FUNDC2	X7	E4_noAncestry_noRin	1
LGI4	X7	E4_noAncestry_noRin	4
MESD	X7	E4_noAncestry_noRin	2
STAT3	X7	E4_noAncestry_noRin	2
DARS	X7	E4_noAncestry_noRin	2
RGMA	X7	E4_noAncestry_noRin	4
RND2	X7	E4_noAncestry_noRin	2
PCBD1	X7	E4_noAncestry_noRin	4
MYRF	X7	E4_noAncestry_noRin	2
DDT	X7	E4_noAncestry_noRin	2
KIAA1109	X7	E4_noAncestry_noRin	2
HEPACAM	X7	E4_noAncestry_noRin	3
USP16	X7	E4_noAncestry_noRin	2
NDUFB3	X7	E4_noAncestry_noRin	4
FABP5	X7	E4_noAncestry_noRin	2
SFXN5	X7	E4_noAncestry_noRin	3
ZNF385A	X7	E4_noAncestry_noRin	2
UBQLN1	X7	E4_noAncestry_noRin	3
CHL1	X7	E4_noAncestry_noRin	3
MYCBP2	X7	E4_noAncestry_noRin	2
FBXO21	X7	E4_noAncestry_noRin	4
GRK2	X7	E4_noAncestry_noRin	3
CD47	X7	E4_noAncestry_noRin	1
MYO5A	X7	E4_noAncestry_noRin	1
IK	X7	E4_noAncestry_noRin	1
SRSF6	X7	E4_noAncestry_noRin	1
OAZ1	X7	E4_noAncestry_noRin	2
ITGB1	X7	E4_noAncestry_noRin	2
UBE2B	X7	E4_noAncestry_noRin	1
APBA2	X7	E4_noAncestry_noRin	4
TBC1D9B	X7	E4_noAncestry_noRin	2
KIDINS220	X7	E4_noAncestry_noRin	1
TCEAL7	X7	E4_noAncestry_noRin	1
BOK	X7	E4_noAncestry_noRin	4
IGSF8	X7	E4_noAncestry_noRin	2
PARK7	X7	E4_noAncestry_noRin	3
ZBTB4	X7	E4_noAncestry_noRin	2
LDHB	X7	E4_noAncestry_noRin	4
EIF3H	X7	E4_noAncestry_noRin	4
TNS3	X7	E4_noAncestry_noRin	1
MRPL42	X7	E4_noAncestry_noRin	1
ST6GALNAC6	X7	E4_noAncestry_noRin	1
ARHGEF9	X7	E4_noAncestry_noRin	2
INSIG1	X7	E4_noAncestry_noRin	1
C7orf50	X7	E4_noAncestry_noRin	1
PRXL2A	X7	E4_noAncestry_noRin	2
REEP3	X7	E4_noAncestry_noRin	1
MORF4L2	X7	E4_noAncestry_noRin	1
SLC6A1	X7	E4_noAncestry_noRin	1
GRSF1	X7	E4_noAncestry_noRin	2
JPX	X7	E4_noAncestry_noRin	1
POLR2L	X7	E4_noAncestry_noRin	1
ATP1A2	X7	E4_noAncestry_noRin	3
LINC00844	X7	E4_noAncestry_wRin	4
CD74	X7	E4_noAncestry_wRin	4
MTRNR2L12	X7	E4_noAncestry_wRin	4
APOC1	X7	E4_noAncestry_wRin	4
OLIG1	X7	E4_noAncestry_wRin	4
PRDX6	X7	E4_noAncestry_wRin	4
C3	X7	E4_noAncestry_wRin	4
MTRNR2L6	X7	E4_noAncestry_wRin	4
HLA-DRA	X7	E4_noAncestry_wRin	4
SLC7A5	X7	E4_noAncestry_wRin	4
CST3	X7	E4_noAncestry_wRin	4
MRPL43	X7	E4_noAncestry_wRin	4
DHCR24	X7	E4_noAncestry_wRin	4
MYH14	X7	E4_noAncestry_wRin	4
RPL36AL	X7	E4_noAncestry_wRin	4
ITM2B	X7	E4_noAncestry_wRin	4
CXXC5	X7	E4_noAncestry_wRin	4
COL18A1	X7	E4_noAncestry_wRin	4
C1QTNF4	X7	E4_noAncestry_wRin	4
AATK	X7	E4_noAncestry_wRin	4
AC009041.2	X7	E4_noAncestry_wRin	4
CPD	X7	E4_noAncestry_wRin	4
TRIL	X7	E4_noAncestry_wRin	4
RGCC	X7	E4_noAncestry_wRin	4
NTSR2	X7	E4_noAncestry_wRin	4
ENO1	X7	E4_noAncestry_wRin	4
C12orf57	X7	E4_noAncestry_wRin	2
VCAN	X7	E4_noAncestry_wRin	4
PSMB6	X7	E4_noAncestry_wRin	4
TTC3	X7	E4_noAncestry_wRin	4
SEMA4D	X7	E4_noAncestry_wRin	4
MGAT5	X7	E4_noAncestry_wRin	4
TRAK2	X7	E4_noAncestry_wRin	4
HDLBP	X7	E4_noAncestry_wRin	4
ENHO	X7	E4_noAncestry_wRin	2
HBA2	X7	E4_noAncestry_wRin	3
MARCH6	X7	E4_noAncestry_wRin	4
SELENOT	X7	E4_noAncestry_wRin	4
HM13	X7	E4_noAncestry_wRin	4
GLDN	X7	E4_noAncestry_wRin	4
SNTA1	X7	E4_noAncestry_wRin	3
PLLP	X7	E4_noAncestry_wRin	4
SPAG9	X7	E4_noAncestry_wRin	4
PSAT1	X7	E4_noAncestry_wRin	4
ECH1	X7	E4_noAncestry_wRin	4
PAFAH1B1	X7	E4_noAncestry_wRin	4
NORAD	X7	E4_noAncestry_wRin	4
CHMP3	X7	E4_noAncestry_wRin	4
MAL	X7	E4_noAncestry_wRin	4
HSBP1	X7	E4_noAncestry_wRin	4
ETNPPL	X7	E4_noAncestry_wRin	4
C2orf74	X7	E4_noAncestry_wRin	4
UBE2V1	X7	E4_noAncestry_wRin	4
FXYD1	X7	E4_noAncestry_wRin	2
CLN8	X7	E4_noAncestry_wRin	3
NDRG2	X7	E4_noAncestry_wRin	2
HSD17B4	X7	E4_noAncestry_wRin	4
UBE2R2	X7	E4_noAncestry_wRin	4
MTRNR2L3	X7	E4_noAncestry_wRin	4
TOMM6	X7	E4_noAncestry_wRin	4
MRPS34	X7	E4_noAncestry_wRin	4
PBXIP1	X7	E4_noAncestry_wRin	4
KAZN	X7	E4_noAncestry_wRin	4
DOCK9	X7	E4_noAncestry_wRin	4
BRI3	X7	E4_noAncestry_wRin	3
PBX1	X7	E4_noAncestry_wRin	4
MYO9A	X7	E4_noAncestry_wRin	4
BOK	X7	E4_noAncestry_wRin	4
DBI	X7	E4_noAncestry_wRin	4
NDUFB3	X7	E4_noAncestry_wRin	4
CHMP2A	X7	E4_noAncestry_wRin	3
TNS1	X7	E4_noAncestry_wRin	4
ADCYAP1R1	X7	E4_noAncestry_wRin	4
DSEL	X7	E4_noAncestry_wRin	4
PARK7	X7	E4_noAncestry_wRin	3
TNFRSF21	X7	E4_noAncestry_wRin	4
WFS1	X7	E4_noAncestry_wRin	3
NKAIN2	X7	E4_noAncestry_wRin	4
COMMD6	X7	E4_noAncestry_wRin	2
AGPAT4	X7	E4_noAncestry_wRin	4
LGI4	X7	E4_noAncestry_wRin	4
HBB	X7	E4_noAncestry_wRin	4
HEPACAM	X7	E4_noAncestry_wRin	3
ACSBG1	X7	E4_noAncestry_wRin	2
MYRF	X7	E4_noAncestry_wRin	2
FGF13	X7	E4_noAncestry_wRin	2
RGMA	X7	E4_noAncestry_wRin	4
LDHB	X7	E4_noAncestry_wRin	4
HSPA1B	X7	E4_noAncestry_wRin	4
SLC39A10	X7	E4_noAncestry_wRin	4
DDT	X7	E4_noAncestry_wRin	2
EIF3H	X7	E4_noAncestry_wRin	4
FBXO21	X7	E4_noAncestry_wRin	4
TMEM189	X7	E4_noAncestry_wRin	3
MTRNR2L8	X7	E4_noAncestry_wRin	2
MTUS1	X7	E4_noAncestry_wRin	2
BAIAP3	X7	E4_noAncestry_wRin	3
ARFGAP2	X7	E4_noAncestry_wRin	4
OAZ1	X7	E4_noAncestry_wRin	2
DBH	X7	E4_noAncestry_wRin	3
RND2	X7	E4_noAncestry_wRin	2
ITGB1	X7	E4_noAncestry_wRin	2
PCBD1	X7	E4_noAncestry_wRin	4
MESD	X7	E4_noAncestry_wRin	2
CHL1	X7	E4_noAncestry_wRin	3
ERH	X7	E4_noAncestry_wRin	1
KCNQ1OT1	X7	E4_noAncestry_wRin	2
RPS3A	X7	E4_noAncestry_wRin	1
UBQLN1	X7	E4_noAncestry_wRin	3
APBA2	X7	E4_noAncestry_wRin	4
KIAA1109	X7	E4_noAncestry_wRin	2
PENK	X7	E4_noAncestry_wRin	4
ZNF385A	X7	E4_noAncestry_wRin	2
VPS26A	X7	E4_noAncestry_wRin	3
SFXN5	X7	E4_noAncestry_wRin	3
GRK2	X7	E4_noAncestry_wRin	3
LSM3	X7	E4_noAncestry_wRin	2
TBC1D9B	X7	E4_noAncestry_wRin	2
GPD1	X7	E4_noAncestry_wRin	1
C3	X7	E4_wAncestry_noRin	4
MTRNR2L12	X7	E4_wAncestry_noRin	4
CD74	X7	E4_wAncestry_noRin	4
OLIG1	X7	E4_wAncestry_noRin	4
PRDX6	X7	E4_wAncestry_noRin	4
HLA-DRA	X7	E4_wAncestry_noRin	4
LINC00844	X7	E4_wAncestry_noRin	4
SLC7A5	X7	E4_wAncestry_noRin	4
MRPL43	X7	E4_wAncestry_noRin	4
APOC1	X7	E4_wAncestry_noRin	4
DHCR24	X7	E4_wAncestry_noRin	4
MTRNR2L6	X7	E4_wAncestry_noRin	4
PSAT1	X7	E4_wAncestry_noRin	4
MYH14	X7	E4_wAncestry_noRin	4
MGAT5	X7	E4_wAncestry_noRin	4
AATK	X7	E4_wAncestry_noRin	4
TRIL	X7	E4_wAncestry_noRin	4
CPD	X7	E4_wAncestry_noRin	4
CHMP3	X7	E4_wAncestry_noRin	4
ENO1	X7	E4_wAncestry_noRin	4
PSMB6	X7	E4_wAncestry_noRin	4
ITM2B	X7	E4_wAncestry_noRin	4
UBE2R2	X7	E4_wAncestry_noRin	4
NTSR2	X7	E4_wAncestry_noRin	4
HDLBP	X7	E4_wAncestry_noRin	4
KAZN	X7	E4_wAncestry_noRin	4
MARCH6	X7	E4_wAncestry_noRin	4
TOMM6	X7	E4_wAncestry_noRin	4
VCAN	X7	E4_wAncestry_noRin	4
PENK	X7	E4_wAncestry_noRin	4
TRAK2	X7	E4_wAncestry_noRin	4
COL18A1	X7	E4_wAncestry_noRin	4
HSD17B4	X7	E4_wAncestry_noRin	4
SEMA4D	X7	E4_wAncestry_noRin	4
UBE2V1	X7	E4_wAncestry_noRin	4
RNASE1	X7	E4_wAncestry_noRin	2
AGPAT4	X7	E4_wAncestry_noRin	4
DSEL	X7	E4_wAncestry_noRin	4
TTC3	X7	E4_wAncestry_noRin	4
HSBP1	X7	E4_wAncestry_noRin	4
C1QTNF4	X7	E4_wAncestry_noRin	4
NKAIN2	X7	E4_wAncestry_noRin	4
CXXC5	X7	E4_wAncestry_noRin	4
HM13	X7	E4_wAncestry_noRin	4
HBB	X7	E4_wAncestry_noRin	4
AC009041.2	X7	E4_wAncestry_noRin	4
PAFAH1B1	X7	E4_wAncestry_noRin	4
RPL36AL	X7	E4_wAncestry_noRin	4
ARFGAP2	X7	E4_wAncestry_noRin	4
APBA2	X7	E4_wAncestry_noRin	4
SLC39A10	X7	E4_wAncestry_noRin	4
SELENOT	X7	E4_wAncestry_noRin	4
SPAG9	X7	E4_wAncestry_noRin	4
GLDN	X7	E4_wAncestry_noRin	4
PBX1	X7	E4_wAncestry_noRin	4
PBXIP1	X7	E4_wAncestry_noRin	4
PLLP	X7	E4_wAncestry_noRin	4
RGCC	X7	E4_wAncestry_noRin	4
DOCK9	X7	E4_wAncestry_noRin	4
DBI	X7	E4_wAncestry_noRin	4
MTRNR2L3	X7	E4_wAncestry_noRin	4
ECH1	X7	E4_wAncestry_noRin	4
USP16	X7	E4_wAncestry_noRin	2
C2orf74	X7	E4_wAncestry_noRin	4
TNFRSF21	X7	E4_wAncestry_noRin	4
ETNPPL	X7	E4_wAncestry_noRin	4
ATP5PF	X7	E4_wAncestry_noRin	1
DARS	X7	E4_wAncestry_noRin	2
PCBD1	X7	E4_wAncestry_noRin	4
UBQLN1	X7	E4_wAncestry_noRin	3
VPS26A	X7	E4_wAncestry_noRin	3
BRI3	X7	E4_wAncestry_noRin	3
TMEM132A	X7	E4_wAncestry_noRin	1
ATP1A2	X7	E4_wAncestry_noRin	3
FBXO21	X7	E4_wAncestry_noRin	4
HSPA1B	X7	E4_wAncestry_noRin	4
IGSF8	X7	E4_wAncestry_noRin	2
HBA2	X7	E4_wAncestry_noRin	3
LDHB	X7	E4_wAncestry_noRin	4
EIF3H	X7	E4_wAncestry_noRin	4
NDUFB3	X7	E4_wAncestry_noRin	4
NORAD	X7	E4_wAncestry_noRin	4
MRPS34	X7	E4_wAncestry_noRin	4
CLN8	X7	E4_wAncestry_noRin	3
CST3	X7	E4_wAncestry_noRin	4
BOK	X7	E4_wAncestry_noRin	4
PARK7	X7	E4_wAncestry_noRin	3
PRXL2A	X7	E4_wAncestry_noRin	2
SEZ6L2	X7	E4_wAncestry_noRin	1
MYCBP2	X7	E4_wAncestry_noRin	2
SNTA1	X7	E4_wAncestry_noRin	3
ADCYAP1R1	X7	E4_wAncestry_noRin	4
FABP5	X7	E4_wAncestry_noRin	2
TNS1	X7	E4_wAncestry_noRin	4
MAL	X7	E4_wAncestry_noRin	4
SFXN5	X7	E4_wAncestry_noRin	3
LRPAP1	X7	E4_wAncestry_noRin	1
SLC1A3	X7	E4_wAncestry_noRin	1
MYO9A	X7	E4_wAncestry_noRin	4
CHL1	X7	E4_wAncestry_noRin	3
GRK2	X7	E4_wAncestry_noRin	3
RFTN2	X7	E4_wAncestry_noRin	1
HEPACAM	X7	E4_wAncestry_noRin	3
ZBTB4	X7	E4_wAncestry_noRin	2
WFS1	X7	E4_wAncestry_noRin	3
GRSF1	X7	E4_wAncestry_noRin	2
RIDA	X7	E4_wAncestry_noRin	1
BAIAP3	X7	E4_wAncestry_noRin	3
NR2F2	X7	E4_wAncestry_noRin	2
RGMA	X7	E4_wAncestry_noRin	4
TMEM189	X7	E4_wAncestry_noRin	3
CHMP2A	X7	E4_wAncestry_noRin	3
STAT3	X7	E4_wAncestry_noRin	2
LGI4	X7	E4_wAncestry_noRin	4
ARHGEF9	X7	E4_wAncestry_noRin	2
DBH	X7	E4_wAncestry_noRin	3
CPEB3	X7	E4_wAncestry_noRin	1
MTRNR2L12	X7	E4_wAncestry_wRin	4
OLIG1	X7	E4_wAncestry_wRin	4
LINC00844	X7	E4_wAncestry_wRin	4
PRDX6	X7	E4_wAncestry_wRin	4
DHCR24	X7	E4_wAncestry_wRin	4
